"model","min_tstat","max_tstat","pval_one_neg","mean_dydx","pval_one_pos","n_defiers_true","pct_defiers_true","n_defiers_estimated","pct_defiers_estimated","estimate","pval_defier"
"Forest",-1.43893002103202,3.2345958784062,0.0750851753577514,0.0864871596843882,0.000609075066601194,1000,0.5,478,0.239,0.109110022592119,0.0750851753577514
"Saturated First Stage",-1.43262192563846,1.67455998805479,0.0761407949867584,0.108611895752727,0.0470102976407523,1000,0.5,430,0.215,0.109110022592119,0.0761407949867584
"Forest",-4.4198151512098,1.7955178502044,4.93926813706301e-06,-0.508737097035859,0.0362856156775682,1000,0.5,172,0.086,-0.535565141579665,0.0362856156775682
"Saturated First Stage",-2.78418066845497,1.1409729137768,0.00273428913184744,-0.533182804073211,0.126940597424816,1000,0.5,303,0.1515,-0.535565141579665,0.126940597424816
"Forest",-2.05294785453864,3.44855049201378,0.0200388175605685,0.252614854554065,0.000281802042694359,1000,0.5,398,0.199,0.26485053949168,0.0200388175605685
"Saturated First Stage",-2.24361911425581,2.7290411950787,0.01253866639039,0.26586065716693,0.00317593842554916,1000,0.5,382,0.191,0.26485053949168,0.01253866639039
"Forest",-1.67525661399206,3.08004017649072,0.0469419469830142,0.286687941167012,0.0010348633670268,1000,0.5,281,0.1405,0.335832135402554,0.0469419469830142
"Saturated First Stage",-1.22452958741228,1.8055826815994,0.1105219051834,0.336724727310739,0.0354917749182442,1000,0.5,263,0.1315,0.335832135402554,0.1105219051834
"Forest",-2.50003405754087,5.67503393735292,0.00620906838037932,0.445072071198473,6.93305816229943e-09,1000,0.5,298,0.149,0.511809867652665,0.00620906838037932
"Saturated First Stage",-2.98848886400715,3.97185543232065,0.00143640658752104,0.510883830455765,3.56574981352977e-05,1000,0.5,302,0.151,0.511809867652665,0.00143640658752104
"Forest",-4.2537162117755,3.0241541685612,1.05125866621249e-05,-0.127439057475847,0.00124664673733724,1000,0.5,460,0.23,-0.112598493549997,0.00124664673733724
"Saturated First Stage",-1.85472492653049,1.61121060747083,0.0319663414303707,-0.113398935659441,0.0535669133007217,1000,0.5,424,0.212,-0.112598493549997,0.0535669133007217
"Forest",-3.58255440584786,6.69348495193042,0.000170125361388248,0.42661741627536,1.08958725075959e-11,1000,0.5,287,0.1435,0.48458013768881,0.000170125361388248
"Saturated First Stage",-1.78322646178499,2.69947158010491,0.0374278709836301,0.482131759439966,0.00347248436218115,1000,0.5,261,0.1305,0.48458013768881,0.0374278709836301
"Forest",-1.37504877048575,2.66584221114596,0.0845581625813352,0.135141622856615,0.00383978638589907,1000,0.5,378,0.189,0.0372887209995332,0.0845581625813352
"Saturated First Stage",-2.54667476553717,2.70452120650206,0.00551294796198904,0.0385497233617517,0.0034201451709336,1000,0.5,487,0.2435,0.0372887209995332,0.00551294796198904
"Forest",-2.56483573760612,3.66585004802784,0.00516123300152773,0.250004527764378,0.000123259175646723,1000,0.5,290,0.145,0.345159832259238,0.00516123300152773
"Saturated First Stage",-1.72050480292962,2.41833435874136,0.0428265995476768,0.345585789043519,0.00779587124592805,1000,0.5,310,0.155,0.345159832259238,0.0428265995476768
"Forest",-1.10305098501734,4.80573267340742,0.135002512333661,0.726205259025884,7.70929031290672e-07,1000,0.5,75,0.0375,0.637484596242403,0.135002512333661
"Saturated First Stage",-0.659970816124566,2.22456393915051,0.254713032754857,0.637236233714239,0.0130552628567138,1000,0.5,68,0.034,0.637484596242403,0.254713032754857
"Forest",-3.37984019858713,4.21352205199468,0.000362639929825016,-0.117520379918126,1.25709513682746e-05,1000,0.5,362,0.181,-0.110474572180605,1.25709513682746e-05
"Saturated First Stage",-3.02628657855751,2.68369051515349,0.00126989268665891,-0.108997082879978,0.00364072378074381,1000,0.5,453,0.2265,-0.110474572180605,0.00364072378074381
"Forest",-5.34305095979042,0.114919540788045,4.56975278146804e-08,-0.961454333212738,0.454254448199518,1000,0.5,6,0.003,-0.981939949034232,0.454254448199518
"Saturated First Stage",-2.60097845850109,0.244256915354256,0.00471722817884359,-0.98152588124962,0.403515924769779,1000,0.5,8,0.004,-0.981939949034232,0.403515924769779
"Forest",-3.44534312971761,1.6605578905235,0.000285167450466561,-0.238943839820576,0.048401136064422,1000,0.5,290,0.145,-0.176616672444905,0.048401136064422
"Saturated First Stage",-1.45871254921716,0.991080800116174,0.0724807112302728,-0.175254300327311,0.160823063704492,1000,0.5,365,0.1825,-0.176616672444905,0.160823063704492
"Forest",-7.19772683741868,1.29564460721476,3.0612321229356e-13,-0.596911113686497,0.0975489767376087,1000,0.5,150,0.075,-0.613370184673126,0.0975489767376087
"Saturated First Stage",-1.88395493626146,0.355500736675884,0.0299319594459934,-0.615903865852195,0.361107246566268,1000,0.5,36,0.018,-0.613370184673126,0.361107246566268
"Forest",-4.60372147769286,4.50536948933257,2.0750370211217e-06,-0.0783474546196709,3.31287757756536e-06,1000,0.5,447,0.2235,-0.0036685776065569,3.31287757756536e-06
"Saturated First Stage",-2.64019489540152,2.71507701650536,0.00420810328722851,-0.00281550847414347,0.00331301796151228,1000,0.5,491,0.2455,-0.0036685776065569,0.00331301796151228
"Forest",-4.04498434589314,2.45825551087204,2.61633102301072e-05,-0.517103301993196,0.0069806901436981,1000,0.5,201,0.1005,-0.481404216740606,0.0069806901436981
"Saturated First Stage",-1.98150119657592,0.879517744602524,0.0239056901936167,-0.481358562944339,0.189560308105709,1000,0.5,146,0.073,-0.481404216740606,0.189560308105709
"Forest",-4.61833855341144,2.59873123647341,1.93412384801487e-06,-0.291384989454123,0.00467845005124424,1000,0.5,333,0.1665,-0.343782283038908,0.00467845005124424
"Saturated First Stage",-2.59737566373649,1.80642789025494,0.0047666547971191,-0.34601001861685,0.0354257641744052,1000,0.5,328,0.164,-0.343782283038908,0.0354257641744052
"Forest",-2.51706202841502,2.77313087761562,0.00591689967789404,0.313303537636985,0.00277598933637225,1000,0.5,295,0.1475,0.345965499623379,0.00591689967789404
"Saturated First Stage",-1.6812254628144,2.68801540277865,0.0465172707595431,0.346389097823429,0.00359390405111301,1000,0.5,398,0.199,0.345965499623379,0.0465172707595431
"Forest",-2.07470885846676,5.1159701753928,0.0190067629430691,0.287455590220062,1.56066191167349e-07,1000,0.5,273,0.1365,0.3777799710575,0.0190067629430691
"Saturated First Stage",-1.84655640346346,2.65780848583981,0.0325548856820027,0.377223685421822,0.0039325286564164,1000,0.5,313,0.1565,0.3777799710575,0.0325548856820027
"Forest",-3.47710420592619,1.68501389873641,0.000253430390748823,-0.592526333218898,0.0459929449924113,1000,0.5,126,0.063,-0.572441387545009,0.0459929449924113
"Saturated First Stage",-2.62781850975473,1.52659847405099,0.00436319296472413,-0.569578484283607,0.0634304433584306,1000,0.5,210,0.105,-0.572441387545009,0.0634304433584306
"Forest",-2.19164685488026,1.77523030864638,0.0142025079623657,-0.242132838929799,0.037929933598259,1000,0.5,241,0.1205,-0.175755300298782,0.037929933598259
"Saturated First Stage",-0.772216013958584,0.456969600301122,0.220085399017097,-0.175455095200318,0.32384644800144,1000,0.5,230,0.115,-0.175755300298782,0.32384644800144
"Forest",-1.9723933677525,2.14497628940327,0.0242823591870184,0.230198636615255,0.015977371397376,1000,0.5,313,0.1565,0.197505706883054,0.0242823591870184
"Saturated First Stage",-1.19521543924431,1.62722796010237,0.116144548808075,0.196985278361673,0.0518443457609108,1000,0.5,336,0.168,0.197505706883054,0.116144548808075
"Forest",-3.3843260362192,2.2880238866692,0.000356766095471465,-0.248607056353312,0.0110680650546822,1000,0.5,361,0.1805,-0.235442347220585,0.0110680650546822
"Saturated First Stage",-2.08326438405939,1.26029924317741,0.0187416173192533,-0.229922767612298,0.10378071645634,1000,0.5,427,0.2135,-0.235442347220585,0.10378071645634
"Forest",-2.92381142868593,3.24526327052949,0.00172887073010163,0.252818845846904,0.000586710416891174,1000,0.5,290,0.145,0.263842020375832,0.00172887073010163
"Saturated First Stage",-2.36735295962434,2.90605985233546,0.00905366066105191,0.270085356347756,0.00183005715450456,1000,0.5,395,0.1975,0.263842020375832,0.00905366066105191
"Forest",-3.12264022927442,3.53716609840372,0.000896183489337451,-0.216462541820158,0.000202222612883189,1000,0.5,356,0.178,-0.277612984945924,0.000202222612883189
"Saturated First Stage",-1.95458881402882,1.45661991621773,0.0254563915642628,-0.281244632161602,0.0726106634665417,1000,0.5,299,0.1495,-0.277612984945924,0.0726106634665417
"Forest",-4.48641259685295,3.27779952922264,3.62162055362574e-06,-0.100948161117117,0.000523098338093646,1000,0.5,461,0.2305,-0.12248016234419,0.000523098338093646
"Saturated First Stage",-1.37314884600257,1.0274130191779,0.0850084964917381,-0.122266231256388,0.152113011804207,1000,0.5,389,0.1945,-0.12248016234419,0.152113011804207
"Forest",-3.18260914173516,1.65934735550494,0.000729772478224523,-0.206907516390854,0.0485229089752592,1000,0.5,333,0.1665,-0.231462473164482,0.0485229089752592
"Saturated First Stage",-1.24634041435706,0.586910751361075,0.106467137077187,-0.231003015286693,0.278631824330353,1000,0.5,306,0.153,-0.231462473164482,0.278631824330353
"Forest",-4.06068441958074,1.55919471514684,2.44645353965987e-05,-0.402410808625644,0.0594751506555376,1000,0.5,243,0.1215,-0.327118164527464,0.0594751506555376
"Saturated First Stage",-1.95993613808314,1.35413526684233,0.0251417320909492,-0.32689386718393,0.0878466132952637,1000,0.5,276,0.138,-0.327118164527464,0.0878466132952637
"Forest",-1.90675542675634,4.11000022322157,0.0282761329005214,0.454076095329981,1.97829367444717e-05,1000,0.5,244,0.122,0.495276287755554,0.0282761329005214
"Saturated First Stage",-1.8336540638688,2.88581290991656,0.0335027175789622,0.495052300977946,0.0019520207905173,1000,0.5,267,0.1335,0.495276287755554,0.0335027175789622
"Forest",-3.9094522877792,1.24455534490065,4.62528117199786e-05,-0.34253970341113,0.106647621754376,1000,0.5,189,0.0945,-0.284771344442369,0.106647621754376
"Saturated First Stage",-1.51277780241477,0.569972937431064,0.0653276286402753,-0.283771882678041,0.284348026692212,1000,0.5,302,0.151,-0.284771344442369,0.284348026692212
"Forest",-2.23597756987327,2.37901621558127,0.0126766202325095,0.0973799849115313,0.00867945616331967,1000,0.5,383,0.1915,0.142494722813319,0.0126766202325095
"Saturated First Stage",-1.34138691991399,1.64460512148206,0.0900512436738709,0.14060075387306,0.0500256350093243,1000,0.5,395,0.1975,0.142494722813319,0.0900512436738709
"Forest",-2.2269907920152,1.80185001951802,0.0129739445979731,-0.037805512275883,0.0357845027838629,1000,0.5,437,0.2185,-0.0440691976965159,0.0357845027838629
"Saturated First Stage",-1.45052441275347,1.3774595850054,0.073614542497591,-0.0452353801605614,0.084185100871912,1000,0.5,465,0.2325,-0.0440691976965159,0.084185100871912
"Forest",-5.64139606468082,2.10095085604857,8.43384250213851e-09,-0.358010358523791,0.0178226402281598,1000,0.5,312,0.156,-0.416767746164037,0.0178226402281598
"Saturated First Stage",-2.14330708817557,1.0750009551551,0.0161658038435822,-0.418297746460081,0.14118715034777,1000,0.5,242,0.121,-0.416767746164037,0.14118715034777
"Forest",-1.61316898827273,2.6827481149154,0.0533538994821611,0.190255950930642,0.00365099821620023,1000,0.5,355,0.1775,0.153881460163506,0.0533538994821611
"Saturated First Stage",-1.06207323543458,1.36973745178309,0.144230724297414,0.154386751146554,0.0853844366379359,1000,0.5,348,0.174,0.153881460163506,0.144230724297414
"Forest",-2.09968559121556,2.66081891295689,0.0178782539578418,-0.189276558580741,0.00389754341387968,1000,0.5,363,0.1815,-0.15480878291422,0.00389754341387968
"Saturated First Stage",-1.11330492536585,0.835844646872587,0.132923863229352,-0.15397548397003,0.201621152885704,1000,0.5,316,0.158,-0.15480878291422,0.201621152885704
"Forest",-2.49129242503872,3.03103318691668,0.00636396576192298,0.1898642907167,0.00121859229281548,1000,0.5,384,0.192,0.167722136631791,0.00636396576192298
"Saturated First Stage",-0.795035199836763,1.25308757880553,0.213391792213525,0.168660267719683,0.105086917979096,1000,0.5,350,0.175,0.167722136631791,0.213391792213525
"Forest",-2.98727032347939,2.29090801533283,0.00140740354125076,-0.263310269662258,0.0109843671555807,1000,0.5,375,0.1875,-0.295801928774917,0.0109843671555807
"Saturated First Stage",-2.04621493573576,1.2879725514056,0.0204994841612183,-0.29767354421103,0.0988777591135833,1000,0.5,326,0.163,-0.295801928774917,0.0988777591135833
"Forest",-3.46611392200322,3.52871791778976,0.000264019745455176,-0.0869314417677249,0.000208788990838033,1000,0.5,443,0.2215,-0.0529701797086513,0.000208788990838033
"Saturated First Stage",-1.83858995626297,1.71263791596384,0.0331374639540061,-0.0526375013542355,0.0433895866509425,1000,0.5,471,0.2355,-0.0529701797086513,0.0433895866509425
"Forest",-1.65715543514331,3.7326472678605,0.0487440269293543,0.121510361438599,9.47389242065973e-05,1000,0.5,412,0.206,0.0702115765853524,0.0487440269293543
"Saturated First Stage",-2.7673941819534,2.91551023167075,0.00287799321946457,0.0724803636217164,0.00177553731545516,1000,0.5,471,0.2355,0.0702115765853524,0.00287799321946457
"Forest",-5.59846767711881,3.18831453738122,1.08127355672487e-08,-0.253429938612795,0.000715523888741328,1000,0.5,418,0.209,-0.229267069101545,0.000715523888741328
"Saturated First Stage",-3.10038284645763,2.65307485458027,0.000993675540455686,-0.228889551344064,0.00398810900965057,1000,0.5,421,0.2105,-0.229267069101545,0.00398810900965057
"Forest",-2.72390988798538,4.38913843609451,0.00322570530968158,0.188416736780053,5.69003061812484e-06,1000,0.5,361,0.1805,0.205970443861305,0.00322570530968158
"Saturated First Stage",-1.75826706305462,2.15024835559135,0.0395055243091582,0.205807933264588,0.0157677875391842,1000,0.5,353,0.1765,0.205970443861305,0.0395055243091582
"Forest",-4.26880930047421,1.28333269700999,9.82595933661088e-06,-0.369333694155856,0.0996877710483684,1000,0.5,284,0.142,-0.352717914779891,0.0996877710483684
"Saturated First Stage",-2.49080622577777,1.52973179132946,0.00645414589331065,-0.350061471584134,0.0630415655285372,1000,0.5,340,0.17,-0.352717914779891,0.0630415655285372
"Forest",-2.44524390276646,4.49968102085159,0.00723771059849159,0.0210260184091899,3.40277526571655e-06,1000,0.5,582,0.291,-0.000165526790917611,3.40277526571655e-06
"Saturated First Stage",-1.61616137911236,1.64681500855372,0.0531890105089567,-0.00127266557435898,0.049798037741071,1000,0.5,508,0.254,-0.000165526790917611,0.049798037741071
"Forest",-3.15205439336411,2.02577955084972,0.000810630345279842,-0.31924921554739,0.0213936901877314,1000,0.5,213,0.1065,-0.301085924825184,0.0213936901877314
"Saturated First Stage",-1.09069482441552,0.430739129588509,0.137836287676731,-0.301094807430013,0.333329031852405,1000,0.5,107,0.0535,-0.301085924825184,0.333329031852405
"Forest",-3.35971865159095,4.95536805422079,0.000390109420923732,0.0227817126622737,3.60967500726734e-07,1000,0.5,595,0.2975,0.0801709869772652,0.000390109420923732
"Saturated First Stage",-1.9068937459072,2.17708942078852,0.0284117936629589,0.0814405247327416,0.0147369481193688,1000,0.5,485,0.2425,0.0801709869772652,0.0284117936629589
"Forest",-2.6591459067763,4.99111099766872,0.0039169514334436,0.153998897539897,3.00164925313665e-07,1000,0.5,393,0.1965,0.0451670911280239,0.0039169514334436
"Saturated First Stage",-2.53587094846076,2.77255117333754,0.00568480990394492,0.0395087928654789,0.00278093868507293,1000,0.5,468,0.234,0.0451670911280239,0.00568480990394492
"Forest",-2.34308360915548,1.23547573707459,0.00956254836516271,-0.193431998547354,0.108326750480231,1000,0.5,333,0.1665,-0.186012916869233,0.108326750480231
"Saturated First Stage",-0.836578870242043,0.498517097954786,0.20151560414148,-0.185726827065121,0.30905981052327,1000,0.5,205,0.1025,-0.186012916869233,0.30905981052327
"Forest",-4.43863772294101,3.58909506565465,4.52650240247782e-06,0.113264237816319,0.00016591391388587,1000,0.5,434,0.217,0.100858210295188,4.52650240247782e-06
"Saturated First Stage",-1.71478265777167,1.90302129191061,0.0433490167479651,0.100470690472007,0.028518883505563,1000,0.5,439,0.2195,0.100858210295188,0.0433490167479651
"Forest",-1.14548788488527,3.24179638681677,0.126003555597012,0.35082049590402,0.000593894261954605,1000,0.5,254,0.127,0.404891702520131,0.126003555597012
"Saturated First Stage",-0.5617381388563,1.54201128622058,0.287210794231533,0.406732868130065,0.0615354255056371,1000,0.5,111,0.0555,0.404891702520131,0.287210794231533
"Forest",-3.76199519272647,2.37203060377726,8.42816442714471e-05,-0.249436225440308,0.00884531267525994,1000,0.5,314,0.157,-0.183999290526977,0.00884531267525994
"Saturated First Stage",-1.37999141413653,1.02818887166441,0.0839504221087073,-0.183670258126497,0.151930496051789,1000,0.5,308,0.154,-0.183999290526977,0.151930496051789
"Forest",-3.63746509551058,4.29324581401622,0.000137667245166748,0.423722481884723,8.80399375861381e-06,1000,0.5,264,0.132,0.400963259043742,0.000137667245166748
"Saturated First Stage",-0.52675996722049,2.29074192376108,0.299239143924193,0.401720989217322,0.0109891721756755,1000,0.5,488,0.244,0.400963259043742,0.299239143924193
"Forest",-3.92841242118254,3.38293484677964,4.27542395660876e-05,0.0655900154373621,0.000358578218676441,1000,0.5,449,0.2245,0.0369383646155768,4.27542395660876e-05
"Saturated First Stage",-2.78669577226373,2.90130609758382,0.00271332598350812,0.0314816579710133,0.00185805341964276,1000,0.5,479,0.2395,0.0369383646155768,0.00271332598350812
"Forest",-3.73982828359948,2.5334736276511,9.20730045817787e-05,-0.206166411965958,0.00564691191344949,1000,0.5,318,0.159,-0.1588143725398,0.00564691191344949
"Saturated First Stage",-2.6828329549945,2.40798630060369,0.00371090678007924,-0.157777620749457,0.00802039146378039,1000,0.5,420,0.21,-0.1588143725398,0.00802039146378039
"Forest",-2.72404181202519,2.9401727617165,0.00322441708435325,0.230019879664544,0.00164014646103939,1000,0.5,320,0.16,0.254492578471446,0.00322441708435325
"Saturated First Stage",-2.07935266062601,2.56477413242845,0.0189209358283708,0.254856243326053,0.00516214939927244,1000,0.5,399,0.1995,0.254492578471446,0.0189209358283708
"Forest",-1.45123241215951,3.18247088520365,0.0733575771713755,0.368738400892243,0.000730120981339315,1000,0.5,228,0.114,0.365676824364941,0.0733575771713755
"Saturated First Stage",-1.11564228562281,1.79991403377253,0.13242300499167,0.363835860169241,0.0359371066853232,1000,0.5,246,0.123,0.365676824364941,0.13242300499167
"Forest",-3.50676009702847,3.24302900177501,0.000226798947434483,-0.0953644040450491,0.000591330860158611,1000,0.5,441,0.2205,-0.0433798933495956,0.000591330860158611
"Saturated First Stage",-1.5189067845822,1.39960980903441,0.0645526169703459,-0.043289970457359,0.0808150974966843,1000,0.5,470,0.235,-0.0433798933495956,0.0808150974966843
"Forest",-7.99623083563384,0.246874099497263,6.41428861401626e-16,-0.857759511184626,0.40250283081033,1000,0.5,9,0.0045,-0.91749970583266,0.40250283081033
"Saturated First Stage",-2.62188701714625,0.412924344911328,0.00443931874879121,-0.917496987654393,0.339831021966077,1000,0.5,11,0.0055,-0.91749970583266,0.339831021966077
"Forest",-2.91071316461392,5.07682120814353,0.00180302446873755,0.391151855187681,1.91900855574901e-07,1000,0.5,272,0.136,0.398928939164237,0.00180302446873755
"Saturated First Stage",-2.571150398453,3.34122921715118,0.0051405934661348,0.399818035771562,0.000417041660329948,1000,0.5,364,0.182,0.398928939164237,0.0051405934661348
"Forest",-2.86328960134705,2.98580333152364,0.00209633580461026,-0.195972225672307,0.00141417238553201,1000,0.5,368,0.184,-0.236739252330147,0.00141417238553201
"Saturated First Stage",-1.79851353012736,1.25778547844269,0.0362000945922023,-0.236793491345935,0.104234674414431,1000,0.5,335,0.1675,-0.236739252330147,0.104234674414431
"Forest",-7.4485897377564,1.948308012282,4.71716246252421e-14,-0.893541832086328,0.0256890595110644,1000,0.5,97,0.0485,-0.914927891266889,0.0256890595110644
"Saturated First Stage",-2.55282417750627,0.495642981419194,0.00541720452529232,-0.912854630908705,0.310073161116889,1000,0.5,34,0.017,-0.914927891266889,0.310073161116889
"Forest",-1.83994028787729,4.05612711433659,0.0328885021765664,0.662825789488308,2.49465566569167e-05,1000,0.5,85,0.0425,0.645397292826644,0.0328885021765664
"Saturated First Stage",-0.620998526168347,2.68982247453959,0.267371768887152,0.644107036403642,0.00357450192239623,1000,0.5,129,0.0645,0.645397292826644,0.267371768887152
"Forest",-3.37819192534912,1.28877091662645,0.000364820685309018,-0.383896441261155,0.0987388698730488,1000,0.5,178,0.089,-0.387360166398459,0.0987388698730488
"Saturated First Stage",-2.38284764379379,1.60409543802815,0.00868357996385219,-0.387497123235954,0.0543465086589301,1000,0.5,297,0.1485,-0.387360166398459,0.0543465086589301
"Forest",-2.40875729592587,1.87873288507245,0.00800346943023778,-0.111620837596925,0.030140487594955,1000,0.5,373,0.1865,-0.0985760217813626,0.030140487594955
"Saturated First Stage",-1.36978596768877,1.15029356533632,0.0855321570435535,-0.0990612853289458,0.125011490091819,1000,0.5,411,0.2055,-0.0985760217813626,0.125011490091819
"Forest",-4.58827272570018,4.69480058451132,2.23464260473707e-06,0.102238231245482,1.33433465941153e-06,1000,0.5,422,0.211,0.0822860534134518,2.23464260473707e-06
"Saturated First Stage",-2.64907592725164,2.89589009508425,0.00409987656806161,0.0805982978372937,0.00189042394596872,1000,0.5,470,0.235,0.0822860534134518,0.00409987656806161
"Forest",-3.17030818937307,4.14756301213214,0.000761386663283297,0.151636698320226,1.68016500755853e-05,1000,0.5,371,0.1855,0.252402563670633,0.000761386663283297
"Saturated First Stage",-1.5401264224799,2.56579186175168,0.0619245453534997,0.253548473723401,0.00514702888245699,1000,0.5,494,0.247,0.252402563670633,0.0619245453534997
"Forest",-2.61058214925011,3.79179431200836,0.00451941299359195,0.0304658877933364,7.47813827746738e-05,1000,0.5,540,0.27,-0.0738087924348295,7.47813827746738e-05
"Saturated First Stage",-0.800162208876673,0.553767530550362,0.211904391488574,-0.0739843843915374,0.289868976122135,1000,0.5,439,0.2195,-0.0738087924348295,0.289868976122135
"Forest",-4.25502211070971,3.33989559020199,1.04514179143478e-05,-0.0911372667789415,0.000419049463496345,1000,0.5,366,0.183,-0.0880169685351326,0.000419049463496345
"Saturated First Stage",-1.9207534176811,1.7969519245889,0.0275248855388257,-0.0931609736594489,0.0361716261404992,1000,0.5,432,0.216,-0.0880169685351326,0.0361716261404992
"Forest",-2.2315441202722,3.46654457303466,0.0128225541980783,0.126970214508743,0.000263597158306282,1000,0.5,329,0.1645,0.11267008709691,0.0128225541980783
"Saturated First Stage",-1.66875737751706,1.93286624433089,0.047740829608867,0.113069033079252,0.0266263385765209,1000,0.5,418,0.209,0.11267008709691,0.047740829608867
"Forest",-3.48958438378093,3.41102879022658,0.000241886147702492,-0.10340313743658,0.000323591287695051,1000,0.5,451,0.2255,-0.14052475147381,0.000323591287695051
"Saturated First Stage",-1.11121503249391,0.7340304101557,0.133372798037081,-0.140629931157989,0.231465102141587,1000,0.5,332,0.166,-0.14052475147381,0.231465102141587
"Forest",-4.58180434320925,1.18937812925702,2.3049054979802e-06,-0.420095222100848,0.117145451594451,1000,0.5,230,0.115,-0.40986885832832,0.117145451594451
"Saturated First Stage",-2.32300082614087,1.63611819202646,0.0101904963390148,-0.410469303292801,0.0509074267500535,1000,0.5,254,0.127,-0.40986885832832,0.0509074267500535
"Forest",-3.41079928733956,2.81274155241469,0.000323863767659964,-0.0364568743663818,0.00245605571226808,1000,0.5,480,0.24,-0.0148883480979145,0.00245605571226808
"Saturated First Stage",-2.62905819725296,2.50545874815252,0.00434743099658028,-0.0154394659032485,0.0061146331422252,1000,0.5,477,0.2385,-0.0148883480979145,0.0061146331422252
"Forest",-5.6792436283123,1.88402263758942,6.76458318728112e-09,-0.502409768134141,0.0297809567303122,1000,0.5,314,0.157,-0.41617759421802,0.0297809567303122
"Saturated First Stage",-3.45048355229423,2.76005759602805,0.000291600717495568,-0.417858049478226,0.00288955859608659,1000,0.5,321,0.1605,-0.41617759421802,0.00288955859608659
"Forest",-2.60075837606286,4.63023076730532,0.00465089717494388,0.299526038340321,1.82629214361406e-06,1000,0.5,277,0.1385,0.296787904007706,0.00465089717494388
"Saturated First Stage",-1.14240226453872,1.75767728566971,0.126781529797188,0.298343931153439,0.0394012174125642,1000,0.5,264,0.132,0.296787904007706,0.126781529797188
"Forest",-2.02678432379947,2.53242179382636,0.0213422371641974,0.263627870956955,0.0056638817947292,1000,0.5,306,0.153,0.25106687170339,0.0213422371641974
"Saturated First Stage",-1.09064087517124,1.6971179641435,0.137848155503064,0.250924859352726,0.0448371802872917,1000,0.5,306,0.153,0.25106687170339,0.137848155503064
"Forest",-2.03828323606743,3.43295143876313,0.0207608077035681,0.145418224726875,0.000298524511526246,1000,0.5,339,0.1695,0.122342072091601,0.0207608077035681
"Saturated First Stage",-1.4496462257446,1.69266628316267,0.0737369491761389,0.122719906597005,0.0452595032813421,1000,0.5,410,0.205,0.122342072091601,0.0737369491761389
"Forest",-2.82350961513458,3.0597038205342,0.0023750500563822,-0.0323130765363408,0.00110777987621985,1000,0.5,480,0.24,-0.00304043864863515,0.00110777987621985
"Saturated First Stage",-1.04929305620538,1.03253279027699,0.147149670380417,-0.003443864496812,0.150911297442702,1000,0.5,511,0.2555,-0.00304043864863515,0.150911297442702
"Forest",-4.37923328906185,3.60945384778151,5.95487917960827e-06,0.0652859277659592,0.00015342117911078,1000,0.5,447,0.2235,0.0422584156270686,5.95487917960827e-06
"Saturated First Stage",-1.42130315482425,1.46443896702116,0.0777717800437265,0.0429610903912844,0.0715370238416438,1000,0.5,453,0.2265,0.0422584156270686,0.0777717800437265
"Forest",-5.12731012550916,3.37826261569091,1.46955576364416e-07,-0.28495264723233,0.000364726908652788,1000,0.5,368,0.184,-0.223959192998308,0.000364726908652788
"Saturated First Stage",-2.85657630696239,2.36284348795891,0.00218598310867368,-0.221361563354462,0.00906766338402118,1000,0.5,401,0.2005,-0.223959192998308,0.00906766338402118
"Forest",-4.00653434226744,3.35412775724201,3.08080849784487e-05,-0.0395882484984479,0.000398077972049282,1000,0.5,527,0.2635,-0.0114189722117562,0.000398077972049282
"Saturated First Stage",-2.90871835349715,2.74798425220477,0.00185512633899908,-0.0105288105963775,0.00299814445047371,1000,0.5,501,0.2505,-0.0114189722117562,0.00299814445047371
"Forest",-3.39731312894037,2.04481738701758,0.000340255244586359,-0.0969489647065328,0.0204364324747682,1000,0.5,490,0.245,-0.0093328548546071,0.0204364324747682
"Saturated First Stage",-1.90556681352372,1.92218723278341,0.0284979420809694,-0.00850800110308866,0.0272911013609498,1000,0.5,486,0.243,-0.0093328548546071,0.0272911013609498
"Forest",-2.74155271083994,2.94352957468765,0.00305747742547987,-0.164867004544114,0.00162246408932339,1000,0.5,349,0.1745,-0.157188245610486,0.00162246408932339
"Saturated First Stage",-1.0207407677013,0.699432034930226,0.153813320226101,-0.157758601702001,0.242141036800138,1000,0.5,324,0.162,-0.157188245610486,0.242141036800138
"Forest",-1.77391269951491,3.17583060768111,0.0380387958916282,0.272552572462117,0.000747040831546268,1000,0.5,302,0.151,0.339322665948198,0.0380387958916282
"Saturated First Stage",-1.14043164668036,1.85406424131861,0.127191164483713,0.339329166077683,0.0318649848968918,1000,0.5,254,0.127,0.339322665948198,0.127191164483713
"Forest",-2.13329580112466,4.18433635445192,0.0164502342265801,0.298937567665597,1.43000192524684e-05,1000,0.5,320,0.16,0.295069108545519,0.0164502342265801
"Saturated First Stage",-1.49936750745331,2.29939160935497,0.0670485618373952,0.295587443532494,0.0107413559886894,1000,0.5,352,0.176,0.295069108545519,0.0670485618373952
"Forest",-2.33562212722355,2.78792768131378,0.00975547215600942,-0.0728320564368267,0.00265231920294903,1000,0.5,474,0.237,-0.193638581532016,0.00265231920294903
"Saturated First Stage",-1.53619714695036,1.14149342182003,0.062404776306043,-0.191642439950613,0.126832323945821,1000,0.5,320,0.16,-0.193638581532016,0.126832323945821
