"model","min_tstat","max_tstat","pval_one_neg","mean_dydx","pval_one_pos","n_defiers_true","pct_defiers_true","n_defiers_estimated","pct_defiers_estimated","first_stage_sign","pval_defier","N"
"Forest",-4.17668284849051,14.3048325362381,1.47895492846804e-05,1.09176091784986,1.02064296056072e-46,1027,0.2054,1009,0.2018,1,1.47895492846804e-05,"Medium"
"Saturated First Stage",-0.917726048501493,7.58147304132369,0.17940333015574,1.13211603455672,1.70826720621095e-14,1027,0.2054,832,0.1664,1,0.17940333015574,"Medium"
"Forest",-2.72960553135994,12.5482216124187,0.00317050750386382,0.864970134088007,2.03268982338807e-36,676,0.1352,1248,0.2496,1,0.00317050750386382,"Medium"
"Saturated First Stage",-1.6024766150519,6.69097301305858,0.0545567739349208,0.873734688504478,1.10845774476107e-11,676,0.1352,1628,0.3256,1,0.0545567739349208,"Medium"
"Forest",-2.45227777272755,10.4405648412307,0.00709775163353748,1.18335854922823,8.09224094120818e-26,375,0.075,465,0.093,1,0.00709775163353748,"Medium"
"Saturated First Stage",0.513986799093029,7.50935949561259,0.696358010233059,1.14766262254294,2.97086758700433e-14,375,0.075,0,0,1,0.696358010233059,"Medium"
"Forest",-3.0406039516009,12.0589536821503,0.0011805208671738,1.16244442805469,8.69895526147135e-34,1041,0.2082,703,0.1406,1,0.0011805208671738,"Medium"
"Saturated First Stage",-0.0668645601704093,8.23828699625929,0.473346102751201,1.24176270033429,8.73468667021837e-17,1041,0.2082,352,0.0704,1,0.473346102751201,"Medium"
"Forest",-3.10230760015457,9.84941589179936,0.000960091607134873,1.01949761290147,3.44717371682981e-23,545,0.109,640,0.128,1,0.000960091607134873,"Medium"
"Saturated First Stage",0.0361127613694399,7.46347155442416,0.514403054326727,1.06903251480687,4.21360386034075e-14,545,0.109,0,0,1,0.514403054326727,"Medium"
"Forest",-3.71315710314755,11.0119178464222,0.000102344867103588,1.01809055729692,1.67399922654975e-28,1164,0.2328,1076,0.2152,1,0.000102344867103588,"Medium"
"Saturated First Stage",-1.36160808354068,7.98739236962146,0.0866915371837358,0.970560889817494,6.89114461851001e-16,1164,0.2328,1884,0.3768,1,0.0866915371837358,"Medium"
"Forest",-3.93176777684883,11.9570126231155,4.21617504617019e-05,1.0394544305175,2.98350857450044e-33,1058,0.2116,1080,0.216,1,4.21617504617019e-05,"Medium"
"Saturated First Stage",-0.81886479545144,8.18223819893593,0.206451330863583,1.0150568545974,1.39309800731514e-16,1058,0.2116,952,0.1904,1,0.206451330863583,"Medium"
"Forest",-0.813227382898031,7.86311628914245,0.208043851219236,0.976173116591901,1.87346431451686e-15,24,0.0048,43,0.0086,1,0.208043851219236,"Medium"
"Saturated First Stage",1.28118762830741,5.21245518645187,0.89990634699816,0.993749984152612,9.31787977716787e-08,24,0.0048,0,0,1,0.89990634699816,"Medium"
"Forest",-6.01985254502375,13.6836905213556,8.72880156810664e-10,0.938190524757282,6.35379025872762e-43,937,0.1874,1010,0.202,1,8.72880156810664e-10,"Medium"
"Saturated First Stage",-1.55569833886358,8.80566011982127,0.0599216291569898,1.00258955169823,6.50423407976814e-19,937,0.1874,1422,0.2844,1,0.0599216291569898,"Medium"
"Forest",-3.02802395119933,13.7651589441646,0.00123079288253336,1.07179933292861,2.06487496165286e-43,929,0.1858,882,0.1764,1,0.00123079288253336,"Medium"
"Saturated First Stage",-0.219137511458041,7.01747013887633,0.413275946687908,1.04026948502221,1.1296071120356e-12,929,0.1858,819,0.1638,1,0.413275946687908,"Medium"
"Forest",-5.71052478586175,14.0874589873289,5.63141660502858e-09,1.23915576324111,2.26795464630901e-45,1259,0.2518,929,0.1858,1,5.63141660502858e-09,"Medium"
"Saturated First Stage",-0.883347839824469,8.68768008397216,0.188545458951744,1.16679621881059,1.849578730547e-18,1259,0.2518,1049,0.2098,1,0.188545458951744,"Medium"
"Forest",-4.60439043502436,12.0669802854448,2.06837867065429e-06,1.28403453579871,7.89099106293854e-34,1031,0.2062,876,0.1752,1,2.06837867065429e-06,"Medium"
"Saturated First Stage",0.0243169337199993,9.17864551671558,0.509699610859055,1.24569512468851,2.18273858740774e-20,1031,0.2062,0,0,1,0.509699610859055,"Medium"
"Forest",-1.84589369057283,8.7408089603959,0.0324538214899526,0.757092037158125,1.15723552847041e-18,231,0.0462,497,0.0994,1,0.0324538214899526,"Medium"
"Saturated First Stage",0.521097902025761,4.40256428186571,0.698839152123623,0.804523478763107,5.34894391973827e-06,231,0.0462,0,0,1,0.698839152123623,"Medium"
"Forest",-6.26601545732428,12.5369178639859,1.85201791073628e-10,0.997616703195779,2.34439676627002e-36,1064,0.2128,1255,0.251,1,1.85201791073628e-10,"Medium"
"Saturated First Stage",-1.2198375939199,8.6468285113407,0.111292048057,1.01309497102859,2.64752259767847e-18,1064,0.2128,1748,0.3496,1,0.111292048057,"Medium"
"Forest",-5.27489035285714,13.4528500313434,6.64177424241212e-08,1.10458563555828,1.48115345043814e-41,1070,0.214,1156,0.2312,1,6.64177424241212e-08,"Medium"
"Saturated First Stage",-1.77127044654097,9.50124766079676,0.0382883830056575,1.13950569929359,1.03695188981656e-21,1070,0.214,1466,0.2932,1,0.0382883830056575,"Medium"
"Forest",-4.23673797171313,14.5064275027083,1.13395269252975e-05,1.01391204835112,5.51591639476545e-48,1104,0.2208,1298,0.2596,1,1.13395269252975e-05,"Medium"
"Saturated First Stage",-1.6677757358439,8.25774315364923,0.0477114999111418,1.01416579956278,7.42262851576267e-17,1104,0.2208,1546,0.3092,1,0.0477114999111418,"Medium"
"Forest",-2.13092813205277,11.7304520466264,0.0165475316795912,1.16042566808856,4.4491092472565e-32,941,0.1882,749,0.1498,1,0.0165475316795912,"Medium"
"Saturated First Stage",0.380991019039119,6.91186194272052,0.648386934136465,1.17791255745716,2.39166633490182e-12,941,0.1882,0,0,1,0.648386934136465,"Medium"
"Forest",-2.97110609977815,15.1389431854049,0.00148364624092117,1.09562911411108,4.4821320505271e-52,1120,0.224,1116,0.2232,1,0.00148364624092117,"Medium"
"Saturated First Stage",-0.542232662997231,7.89040238188693,0.29384122479367,1.07797094056217,1.5060687492938e-15,1120,0.224,1533,0.3066,1,0.29384122479367,"Medium"
"Forest",-7.52592419222003,12.1526102323981,2.61743539473484e-14,1.14428990431907,2.77814310981827e-34,1395,0.279,1147,0.2294,1,2.61743539473484e-14,"Medium"
"Saturated First Stage",-2.90792586441932,10.589820865104,0.00182719565131186,1.16800946273154,1.66113505720221e-26,1395,0.279,1118,0.2236,1,0.00182719565131186,"Medium"
"Forest",-4.11377215294589,10.4723465314033,1.94622822581682e-05,1.04930461857018,5.7868936090629e-26,940,0.188,736,0.1472,1,1.94622822581682e-05,"Medium"
"Saturated First Stage",-0.270149517709603,7.46557766908131,0.393528199898556,1.0645773658863,4.14674767014483e-14,940,0.188,476,0.0952,1,0.393528199898556,"Medium"
"Forest",-5.00303797262464,9.95670239325483,2.82169095899543e-07,1.0043032134106,1.17876442741508e-23,940,0.188,991,0.1982,1,2.82169095899543e-07,"Medium"
"Saturated First Stage",-1.4281079262851,7.21882408173561,0.0766616893549286,0.997963921226594,2.62195194661548e-13,940,0.188,1029,0.2058,1,0.0766616893549286,"Medium"
"Forest",-3.5367836151608,12.6666535272955,0.000202515681301142,1.13356919876021,4.5246618265034e-37,1069,0.2138,903,0.1806,1,0.000202515681301142,"Medium"
"Saturated First Stage",-1.07411441108267,8.33307893624624,0.141411671234539,1.09196090774018,3.93833037219595e-17,1069,0.2138,1445,0.289,1,0.141411671234539,"Medium"
"Forest",-3.73991138763805,9.2540163953792,9.20425694724118e-05,0.81520730055305,1.08105937246446e-20,393,0.0786,707,0.1414,1,9.20425694724118e-05,"Medium"
"Saturated First Stage",0.176543202398075,5.42029208992516,0.570062812272206,0.811080763679527,2.97508681746372e-08,393,0.0786,0,0,1,0.570062812272206,"Medium"
"Forest",-5.19989232419773,12.2666234171436,9.97020047110422e-08,1.23466161204723,6.8420936991312e-35,1150,0.23,806,0.1612,1,9.97020047110422e-08,"Medium"
"Saturated First Stage",0.154898256127995,8.27421183420223,0.561546103405615,1.30169468437309,6.46540471336515e-17,1150,0.23,0,0,1,0.561546103405615,"Medium"
"Forest",-6.21710449937438,11.7019734504994,2.53206262989948e-10,0.991008480192178,6.22617206920428e-32,887,0.1774,773,0.1546,1,2.53206262989948e-10,"Medium"
"Saturated First Stage",-1.47516403909993,8.22378920162716,0.0701157684889556,0.989496546625571,9.85862594546981e-17,887,0.1774,1098,0.2196,1,0.0701157684889556,"Medium"
"Forest",-5.35195407964279,15.4851760504579,4.35047408409574e-08,1.04272652174287,2.18432521563546e-54,1237,0.2474,1327,0.2654,1,4.35047408409574e-08,"Medium"
"Saturated First Stage",-2.36608583977423,9.20637718479717,0.00900763544703649,1.00874599619005,1.68658772032332e-20,1237,0.2474,1585,0.317,1,0.00900763544703649,"Medium"
"Forest",-3.79893725033456,12.2493082014557,7.26589377061342e-05,1.3025695929831,8.47175311364829e-35,773,0.1546,330,0.066,1,7.26589377061342e-05,"Medium"
"Saturated First Stage",1.29831062497411,7.00118948039539,0.902879691501662,1.29892693286433,1.26899208564357e-12,773,0.1546,0,0,1,0.902879691501662,"Medium"
"Forest",-5.1247694199478,13.1042180066199,1.48951044684957e-07,0.978989885795263,1.55727916426242e-39,1118,0.2236,1110,0.222,1,1.48951044684957e-07,"Medium"
"Saturated First Stage",-0.631794552450074,7.30733376365175,0.26377503796781,0.979474117151116,1.36247559451769e-13,1118,0.2236,1768,0.3536,1,0.26377503796781,"Medium"
"Forest",-6.39959782054323,11.0285391864762,7.78933739465182e-11,1.01537259648712,1.39174751211351e-28,1199,0.2398,979,0.1958,1,7.78933739465182e-11,"Medium"
"Saturated First Stage",-1.36074971373385,7.63741193921844,0.0868271262501796,1.0114697569388,1.10815761326217e-14,1199,0.2398,630,0.126,1,0.0868271262501796,"Medium"
"Forest",-3.98605733406635,10.1749064680092,3.35901424978705e-05,0.895177477637018,1.28323216972188e-24,641,0.1282,1181,0.2362,1,3.35901424978705e-05,"Medium"
"Saturated First Stage",-0.755793859605929,6.67476427493975,0.224904236919377,0.899113339815975,1.23814933036755e-11,641,0.1282,1159,0.2318,1,0.224904236919377,"Medium"
"Forest",-6.05412497821897,11.821505678513,7.05914853286286e-10,0.923633963890993,1.51109382077024e-32,1229,0.2458,1497,0.2994,1,7.05914853286286e-10,"Medium"
"Saturated First Stage",-1.45049339384468,6.78754443411021,0.0734919164702996,0.878317889450387,5.70290684716987e-12,1229,0.2458,2500,0.5,1,0.0734919164702996,"Medium"
"Forest",-3.53938406713685,10.5952194783753,0.000200530943878682,0.953786247529892,1.56802248212167e-26,380,0.076,561,0.1122,1,0.000200530943878682,"Medium"
"Saturated First Stage",0.178686111951348,5.90112764020878,0.570904285649407,0.958119760956452,1.80512727789603e-09,380,0.076,0,0,1,0.570904285649407,"Medium"
"Forest",-4.03564122469403,9.41578689053128,2.72266866556961e-05,1.04574172477592,2.34775966523519e-21,1050,0.21,987,0.1974,1,2.72266866556961e-05,"Medium"
"Saturated First Stage",-0.458893138914009,7.50962498970033,0.323165446455799,1.01080380286916,2.96484899495454e-14,1050,0.21,605,0.121,1,0.323165446455799,"Medium"
"Forest",-7.49553144118754,18.1960421334343,3.30151370244159e-14,0.94848471239669,2.77369892721645e-74,1484,0.2968,1576,0.3152,1,3.30151370244159e-14,"Medium"
"Saturated First Stage",-1.51330393477461,7.56397795831592,0.0651329018921378,0.930415939043389,1.954630037607e-14,1484,0.2968,1576,0.3152,1,0.0651329018921378,"Medium"
"Forest",-4.27381716678244,11.6681269506381,9.60773106950665e-06,0.874616810339234,9.27307808068129e-32,1113,0.2226,1168,0.2336,1,9.60773106950665e-06,"Medium"
"Saturated First Stage",-1.31846428221084,7.12924213291621,0.0937043927471883,0.909865902004548,5.0461530419713e-13,1113,0.2226,1050,0.21,1,0.0937043927471883,"Medium"
"Forest",-4.24762597953481,8.25589210181144,1.08023841138864e-05,0.736319000240672,7.53858940908098e-17,920,0.184,1060,0.212,1,1.08023841138864e-05,"Medium"
"Saturated First Stage",-1.27257810974977,5.80151157010445,0.101613540919573,0.708495809811369,3.28598805318154e-09,920,0.184,1179,0.2358,1,0.101613540919573,"Medium"
"Forest",-1.32964164371781,8.95905192497845,0.0918181852317531,1.06228094868793,1.63740954891278e-19,163,0.0326,169,0.0338,1,0.0918181852317531,"Medium"
"Saturated First Stage",0.727368961974975,5.9601242825879,0.76648295664377,1.06439240896228,1.26023083606733e-09,163,0.0326,0,0,1,0.76648295664377,"Medium"
"Forest",-4.60486277693035,14.0346890379068,2.06368963500051e-06,1.07099859365342,4.78074518148713e-45,1442,0.2884,1512,0.3024,1,2.06368963500051e-06,"Medium"
"Saturated First Stage",-1.56035334457648,9.55998806435924,0.0593699091092037,1.1008109099432,5.88851429283035e-22,1442,0.2884,1980,0.396,1,0.0593699091092037,"Medium"
"Forest",-9.38479943409478,13.2596450611902,3.1518148977148e-21,0.755828309655259,1.98384601975895e-40,1235,0.247,1778,0.3556,1,3.1518148977148e-21,"Medium"
"Saturated First Stage",-2.77652912506522,7.89456810161924,0.00275738255850286,0.804565306826395,1.45661145290899e-15,1235,0.247,2158,0.4316,1,0.00275738255850286,"Medium"
"Forest",-4.56527747731066,11.2305673470927,2.49417042208335e-06,1.22635317701173,1.44309648227431e-29,1121,0.2242,946,0.1892,1,2.49417042208335e-06,"Medium"
"Saturated First Stage",-0.326429126821678,7.59368838257386,0.372056696487661,1.1006559122216,1.55462807139831e-14,1121,0.2242,1242,0.2484,1,0.372056696487661,"Medium"
"Forest",-5.98110199439737,12.5074169955059,1.10816517228369e-09,1.05172942946186,3.39998051266655e-36,1244,0.2488,1271,0.2542,1,1.10816517228369e-09,"Medium"
"Saturated First Stage",-2.9529283007196,8.12342167494472,0.00158121552013777,1.03266467046232,2.26610636652944e-16,1244,0.2488,1602,0.3204,1,0.00158121552013777,"Medium"
"Forest",-3.90539673888462,9.1748922751071,4.70354610019185e-05,0.903367483191019,2.26013097151357e-20,946,0.1892,951,0.1902,1,4.70354610019185e-05,"Medium"
"Saturated First Stage",-0.614670163651826,5.84953053239065,0.269400296691618,0.905778858136309,2.46481195683908e-09,946,0.1892,794,0.1588,1,0.269400296691618,"Medium"
"Forest",-4.1779880114946,15.3331762960278,1.47049576411639e-05,1.08910889232227,2.29491493776095e-53,744,0.1488,983,0.1966,1,1.47049576411639e-05,"Medium"
"Saturated First Stage",-1.60603928078327,9.15400465049598,0.0541642770190292,1.10702682583576,2.7430603828419e-20,744,0.1488,980,0.196,1,0.0541642770190292,"Medium"
"Forest",-2.9308499498553,8.07566120026094,0.001690180079864,0.921763326315895,3.35559910860431e-16,253,0.0506,409,0.0818,1,0.001690180079864,"Medium"
"Saturated First Stage",0.840506926206406,5.28456579863001,0.799667754636651,0.92662073049658,6.30016276024792e-08,253,0.0506,0,0,1,0.799667754636651,"Medium"
"Forest",-4.43368099385451,10.9240728374186,4.63188339523168e-06,0.890717965170013,4.42194866206422e-28,874,0.1748,871,0.1742,1,4.63188339523168e-06,"Medium"
"Saturated First Stage",-0.830337295406848,7.33838619734214,0.203193915433379,0.944392319004967,1.08092307070649e-13,874,0.1748,952,0.1904,1,0.203193915433379,"Medium"
"Forest",-4.05525077565596,11.4851476635336,2.50402721448886e-05,1.19191781804874,7.8333777464801e-31,544,0.1088,671,0.1342,1,2.50402721448886e-05,"Medium"
"Saturated First Stage",0.776836124186204,7.47916189447719,0.781353858386004,1.20036716131818,3.73990420742863e-14,544,0.1088,0,0,1,0.781353858386004,"Medium"
"Forest",-4.282511305633,9.52158746749505,9.23978697625582e-06,1.1228004573503,8.52767389036991e-22,996,0.1992,941,0.1882,1,9.23978697625582e-06,"Medium"
"Saturated First Stage",0.140773088312796,7.76598692601495,0.555972557093304,1.1032958387649,4.05059544961783e-15,996,0.1992,0,0,1,0.555972557093304,"Medium"
"Forest",-5.87418103351086,11.2852579290408,2.12469402405925e-09,1.14369781849579,7.75928555490141e-30,996,0.1992,681,0.1362,1,2.12469402405925e-09,"Medium"
"Saturated First Stage",0.00683561817956627,8.10647858477558,0.502726859243834,1.14202335770693,2.60539488100278e-16,996,0.1992,0,0,1,0.502726859243834,"Medium"
"Forest",-3.62491950353475,11.9284585511742,0.000144525734924079,0.770851706749823,4.20583236943644e-33,1054,0.2108,1183,0.2366,1,0.000144525734924079,"Medium"
"Saturated First Stage",-2.4877175912506,7.39518504886875,0.00644448998169862,0.785306389508538,7.06057403409929e-14,1054,0.2108,950,0.19,1,0.00644448998169862,"Medium"
"Forest",-3.33271566164524,12.29682084294,0.000430013936560182,1.10423961947001,4.71048195172201e-35,646,0.1292,626,0.1252,1,0.000430013936560182,"Medium"
"Saturated First Stage",0.452698875981409,7.26304948741066,0.674607365159177,1.10947345718735,1.89229695692292e-13,646,0.1292,0,0,1,0.674607365159177,"Medium"
"Forest",-5.74073337862484,12.993488162469,4.71337045432972e-09,0.818184446508798,6.66071351790411e-39,1042,0.2084,1465,0.293,1,4.71337045432972e-09,"Medium"
"Saturated First Stage",-2.05688487474002,8.39525718445464,0.019874585138152,0.870798297754485,2.32437779760601e-17,1042,0.2084,1739,0.3478,1,0.019874585138152,"Medium"
"Forest",-6.16432052024463,11.8940201535439,3.53932167039567e-10,0.806176105615427,6.35681891535062e-33,846,0.1692,1366,0.2732,1,3.53932167039567e-10,"Medium"
"Saturated First Stage",-1.87566859521492,6.85802604014857,0.0303795700156112,0.757783981278896,3.49092674547535e-12,846,0.1692,1433,0.2866,1,0.0303795700156112,"Medium"
"Forest",-2.52345420236107,9.03960419968883,0.00581040981526078,0.9441868240755,7.86200559040818e-20,646,0.1292,581,0.1162,1,0.00581040981526078,"Medium"
"Saturated First Stage",-0.579008538470098,6.14764382179966,0.28130477316968,0.889057699993771,3.93211912808639e-10,646,0.1292,1437,0.2874,1,0.28130477316968,"Medium"
"Forest",-4.12199482058105,10.5838973696978,1.87802823939388e-05,1.00781107787642,1.76961551111239e-26,485,0.097,540,0.108,1,1.87802823939388e-05,"Medium"
"Saturated First Stage",0.0556197346007686,6.31048545133183,0.522176515185262,0.983012099568431,1.390807812799e-10,485,0.097,0,0,1,0.522176515185262,"Medium"
"Forest",-6.779465114079,8.84681656300107,6.0310809334439e-12,0.656572064307511,4.5025616640338e-19,563,0.1126,1157,0.2314,1,6.0310809334439e-12,"Medium"
"Saturated First Stage",-0.959869082280045,5.09516539592876,0.168583807200712,0.622257268488003,1.74218460556376e-07,563,0.1126,1886,0.3772,1,0.168583807200712,"Medium"
"Forest",-2.19602926646283,11.2200700097467,0.0140449243418535,1.01449714933724,1.62506523440074e-29,420,0.084,482,0.0964,1,0.0140449243418535,"Medium"
"Saturated First Stage",-0.0092977972590197,6.99213790637291,0.496290954841362,0.993578473821393,1.35364279833546e-12,420,0.084,391,0.0782,1,0.496290954841362,"Medium"
"Forest",-5.36640443366933,12.2815661393405,4.01608636875471e-08,0.931314416115571,5.68871065080101e-35,928,0.1856,1108,0.2216,1,4.01608636875471e-08,"Medium"
"Saturated First Stage",-0.624502723906313,7.10167293566592,0.26616301667355,0.948348688524246,6.16278248617019e-13,928,0.1856,1096,0.2192,1,0.26616301667355,"Medium"
"Forest",-3.85967112132373,8.88660880850641,5.67698634822766e-05,0.757509186496904,3.15011755781984e-19,634,0.1268,1228,0.2456,1,5.67698634822766e-05,"Medium"
"Saturated First Stage",-0.998244148822484,5.95868177454301,0.159104693255825,0.791478023521617,1.27140351440813e-09,634,0.1268,1445,0.289,1,0.159104693255825,"Medium"
"Forest",-4.38332258465563,11.2077657288242,5.84414204329437e-06,1.03103366036538,1.8675129887593e-29,1081,0.2162,1119,0.2238,1,5.84414204329437e-06,"Medium"
"Saturated First Stage",-1.26613379069992,8.45465642116335,0.102762145449761,1.06355390121013,1.39955163526128e-17,1081,0.2162,1116,0.2232,1,0.102762145449761,"Medium"
"Forest",-2.69284358934122,10.8563728718484,0.00354227480418612,1.19822766313567,9.2995323526939e-28,539,0.1078,438,0.0876,1,0.00354227480418612,"Medium"
"Saturated First Stage",0.851351167167485,7.25248821811254,0.802692418922674,1.17486696021127,2.04591924792983e-13,539,0.1078,0,0,1,0.802692418922674,"Medium"
"Forest",-3.87962529901765,10.2874242567869,5.23087497009883e-05,0.920037380518128,4.014778199957e-25,406,0.0812,720,0.144,1,5.23087497009883e-05,"Medium"
"Saturated First Stage",-0.214692872827654,7.18194094079908,0.415007776329145,0.968039377963183,3.43643062237445e-13,406,0.0812,43,0.0086,1,0.415007776329145,"Medium"
"Forest",-4.4295093169722,13.2850065925154,4.72238665001742e-06,0.911963812107511,1.41416766154859e-40,1018,0.2036,1351,0.2702,1,4.72238665001742e-06,"Medium"
"Saturated First Stage",-1.96737922807917,7.5066287249043,0.0245974082068338,0.853279340553725,3.03347389708616e-14,1018,0.2036,2062,0.4124,1,0.0245974082068338,"Medium"
"Forest",-6.00084935209561,14.3409828407981,9.81440208923197e-10,1.22075387875076,6.06624911622648e-47,1242,0.2484,1275,0.255,1,9.81440208923197e-10,"Medium"
"Saturated First Stage",-2.13555663314201,10.4515679539757,0.0163820582980828,1.21293965351847,7.20612672461237e-26,1242,0.2484,1917,0.3834,1,0.0163820582980828,"Medium"
"Forest",-1.87668719563911,9.39899517819498,0.0302804892931177,1.16185753034558,2.75433066782055e-21,11,0.0022,277,0.0554,1,0.0302804892931177,"Medium"
"Saturated First Stage",-0.775220353119324,5.80509190027904,0.219123098834104,1.16691271020259,3.2165354697804e-09,11,0.0022,65,0.013,1,0.219123098834104,"Medium"
"Forest",-2.5116072369287,13.1548839857941,0.0060091382518256,1.09583376869346,7.97640893839997e-40,461,0.0922,302,0.0604,1,0.0060091382518256,"Medium"
"Saturated First Stage",0.582274587138807,6.76921374928951,0.719795976614326,1.06984968596006,6.47420625518113e-12,461,0.0922,0,0,1,0.719795976614326,"Medium"
"Forest",-3.91647943924758,13.7305562720425,4.49257374870361e-05,1.15503817535417,3.33100239538911e-43,1323,0.2646,962,0.1924,1,4.49257374870361e-05,"Medium"
"Saturated First Stage",-0.87516037994086,6.05780178710685,0.190764384346837,1.07054742698319,6.89971430516256e-10,1323,0.2646,1222,0.2444,1,0.190764384346837,"Medium"
"Forest",-5.82533297894435,13.3712441422646,2.84994192854037e-09,0.896312902920356,4.45194850110852e-41,1198,0.2396,1301,0.2602,1,2.84994192854037e-09,"Medium"
"Saturated First Stage",-1.45077631858364,8.56102163092608,0.0734525059602984,0.917604909585914,5.59358558534488e-18,1198,0.2396,2012,0.4024,1,0.0734525059602984,"Medium"
"Forest",-2.6767989093279,9.88357223194256,0.00371646157110679,1.16195871915553,2.4526209405728e-23,448,0.0896,303,0.0606,1,0.00371646157110679,"Medium"
"Saturated First Stage",1.28178240075917,6.74659802734401,0.900010729172089,1.20496547175445,7.56759125232157e-12,448,0.0896,0,0,1,0.900010729172089,"Medium"
"Forest",-4.79427206835282,16.3517558735837,8.16332875098628e-07,1.052415843657,2.11312106254081e-60,1097,0.2194,1250,0.25,1,8.16332875098628e-07,"Medium"
"Saturated First Stage",-1.68532012331364,7.92365462869367,0.0459946755018321,1.04427431444619,1.15314821929331e-15,1097,0.2194,1420,0.284,1,0.0459946755018321,"Medium"
"Forest",-2.94702458324556,11.1527091272814,0.00160423847581695,1.01621619776822,3.47294216967002e-29,1022,0.2044,751,0.1502,1,0.00160423847581695,"Medium"
"Saturated First Stage",0.00462819946716772,8.00612747951031,0.501846285355039,0.992060775656678,5.91885079200271e-16,1022,0.2044,0,0,1,0.501846285355039,"Medium"
"Forest",-5.53508273138089,12.6104960009738,1.55540741112179e-08,1.1148174808157,9.24130690714915e-37,1212,0.2424,1130,0.226,1,1.55540741112179e-08,"Medium"
"Saturated First Stage",-0.621413000927541,6.92481760508302,0.267178153056633,1.03871586834964,2.18268798971915e-12,1212,0.2424,1743,0.3486,1,0.267178153056633,"Medium"
"Forest",-5.51675988150968,12.2366142191792,1.72653357757339e-08,0.943764975811344,9.9063190731745e-35,1199,0.2398,1630,0.326,1,1.72653357757339e-08,"Medium"
"Saturated First Stage",-2.92551528250318,10.2910882015615,0.00172718254092689,0.946828328110702,3.86488981015707e-25,1199,0.2398,2078,0.4156,1,0.00172718254092689,"Medium"
"Forest",-7.31949876576096,14.0752809513385,1.24449434520208e-13,0.821039171654883,2.69451477280947e-45,949,0.1898,1267,0.2534,1,1.24449434520208e-13,"Medium"
"Saturated First Stage",-2.88249010795231,8.64578602340136,0.00198115419518566,0.809550240862292,2.67180839981582e-18,949,0.1898,1124,0.2248,1,0.00198115419518566,"Medium"
"Forest",-4.71434039332395,11.4057004388217,1.2124749683861e-06,1.08866153503408,1.95806190901056e-30,970,0.194,914,0.1828,1,1.2124749683861e-06,"Medium"
"Saturated First Stage",-0.520651027240683,8.05215426836183,0.301316498077983,1.13901879123024,4.06746390869244e-16,970,0.194,643,0.1286,1,0.301316498077983,"Medium"
"Forest",-5.39756410071239,15.2201301149374,3.37758713930668e-08,1.10542296591786,1.30006706881738e-52,1277,0.2554,928,0.1856,1,3.37758713930668e-08,"Medium"
"Saturated First Stage",-0.512219081420384,7.42489085490857,0.304260179605875,1.11823550047728,5.64364761986401e-14,1277,0.2554,1119,0.2238,1,0.304260179605875,"Medium"
"Forest",-5.37606049987498,14.3342231161614,3.80666095842023e-08,0.955425286827061,6.68673499976395e-47,1110,0.222,1360,0.272,1,3.80666095842023e-08,"Medium"
"Saturated First Stage",-2.62968136793472,10.1438274248404,0.00428636178943385,0.971013900026172,1.76495993371022e-24,1110,0.222,1941,0.3882,1,0.00428636178943385,"Medium"
"Forest",-5.23649217639151,14.9829569428759,8.18285880298068e-08,0.949688998910581,4.74495748402788e-51,1227,0.2454,1492,0.2984,1,8.18285880298068e-08,"Medium"
"Saturated First Stage",-1.81779876552305,8.37658283242684,0.0345774170855488,0.973414824366991,2.72432757070885e-17,1227,0.2454,2325,0.465,1,0.0345774170855488,"Medium"
"Forest",-7.5624780564508,15.5239319844814,1.97730925051166e-14,1.06633432266102,1.19474671576955e-54,939,0.1878,1227,0.2454,1,1.97730925051166e-14,"Medium"
"Saturated First Stage",-2.63718417117821,9.14986629438153,0.00419283143301701,1.03694054234496,2.85020286631777e-20,939,0.1878,1505,0.301,1,0.00419283143301701,"Medium"
"Forest",-4.93675353638696,9.47098494778695,3.97168758384808e-07,0.931322174124407,1.38608621807045e-21,681,0.1362,1008,0.2016,1,3.97168758384808e-07,"Medium"
"Saturated First Stage",-1.15988635176443,7.80396880641873,0.12307528676401,0.938251858410395,2.99950131731018e-15,681,0.1362,666,0.1332,1,0.12307528676401,"Medium"
"Forest",-7.48241669904835,14.1469599529913,3.64840731471899e-14,0.711459082863716,9.75034208953456e-46,1178,0.2356,1414,0.2828,1,3.64840731471899e-14,"Medium"
"Saturated First Stage",-2.46406040486894,7.48029795142619,0.00688538511510598,0.719397795788511,3.70771473958115e-14,1178,0.2356,2264,0.4528,1,0.00688538511510598,"Medium"
"Forest",-8.01595081121245,11.5942585342841,5.46441201256532e-16,0.58956751843152,2.20332675447511e-31,1231,0.2462,1662,0.3324,1,5.46441201256532e-16,"Medium"
"Saturated First Stage",-3.84680771317424,7.46986214620668,6.057982239305e-05,0.5387306533617,4.01394386787224e-14,1231,0.2462,2376,0.4752,1,6.057982239305e-05,"Medium"
"Forest",-7.59197629756912,14.2535770993411,1.57531330605911e-14,1.00850152570531,2.1294735885194e-46,1246,0.2492,1515,0.303,1,1.57531330605911e-14,"Medium"
"Saturated First Stage",-2.02351035001435,9.83075070459916,0.0215368787559583,0.982162110658679,4.1498875386452e-23,1246,0.2492,1967,0.3934,1,0.0215368787559583,"Medium"
