"model","min_tstat","max_tstat","pval_one_neg","mean_dydx","pval_one_pos","n_defiers_true","pct_defiers_true","n_defiers_estimated","pct_defiers_estimated","first_stage_sign","pval_defier","N"
"Saturated First Stage",-1.11583229357336,9.37943914580461,0.132260383437317,0.921396205500185,3.31622915071929e-21,1834,0.1834,1826,0.1826,1,0.132260383437317,"Large"
"Forest",-5.41971202844885,12.6455915263028,2.98475567599616e-08,0.991992250681787,5.9165299593031e-37,2024,0.2024,1966,0.1966,1,2.98475567599616e-08,"Large"
"Saturated First Stage",-1.07953936512595,11.4091047750315,0.140186708825653,0.982531579285223,1.88292518293484e-30,2024,0.2024,1560,0.156,1,0.140186708825653,"Large"
"Forest",-5.05073868336439,13.8662306066194,2.20052401406526e-07,0.850672029404406,5.07353850763361e-44,1645,0.1645,2112,0.2112,1,2.20052401406526e-07,"Large"
"Saturated First Stage",-1.24760001463619,9.28913164726323,0.106103408475229,0.852330849654189,7.77760829182068e-21,1645,0.1645,3179,0.3179,1,0.106103408475229,"Large"
"Forest",-6.78355843924955,14.2057139446431,5.86256662844503e-12,0.895867529090286,4.22188506404382e-46,1807,0.1807,2130,0.213,1,5.86256662844503e-12,"Large"
"Saturated First Stage",-0.960209549388822,8.06889454287309,0.168486500252644,0.844093977574039,3.54687513869474e-16,1807,0.1807,798,0.0798,1,0.168486500252644,"Large"
"Forest",-5.02863236296668,14.0291210357294,2.46995232048905e-07,1.1532759389484,5.17127351477819e-45,2098,0.2098,1956,0.1956,1,2.46995232048905e-07,"Large"
"Saturated First Stage",-0.217905576092491,11.0564059087182,0.413753566498074,1.14235848608693,1.02056749464491e-28,2098,0.2098,1104,0.1104,1,0.413753566498074,"Large"
"Forest",-6.76899435503547,14.3480357586305,6.48403010336006e-12,1.06082869557426,5.47987788447879e-47,1960,0.196,2087,0.2087,1,6.48403010336006e-12,"Large"
"Saturated First Stage",-1.66982903912856,11.5769604131465,0.0474922613461625,1.07517161599955,2.69621588065705e-31,1960,0.196,2451,0.2451,1,0.0474922613461625,"Large"
"Forest",-4.93033476120029,12.9441519788371,4.10444128884592e-07,0.828544376152166,1.26773758215933e-38,1330,0.133,1742,0.1742,1,4.10444128884592e-07,"Large"
"Saturated First Stage",0.611314814356615,7.61928705343826,0.729497452486555,0.893351544086067,1.27540320679443e-14,1330,0.133,0,0,1,0.729497452486555,"Large"
"Forest",-7.46438751814014,17.4768340701102,4.18439844661949e-14,0.9978559495055,1.07557930265458e-68,2580,0.258,2536,0.2536,1,4.18439844661949e-14,"Large"
"Saturated First Stage",-1.46890431339294,10.3147537196097,0.0709451158230135,0.954045578369324,3.02180280094334e-25,2580,0.258,5000,0.5,1,0.0709451158230135,"Large"
"Forest",-5.72777920786826,13.9376260741836,5.08769395410814e-09,1.03320482134668,1.87090073213787e-44,2072,0.2072,2447,0.2447,1,5.08769395410814e-09,"Large"
"Saturated First Stage",-0.826609261430531,10.4632325532028,0.204239154121642,1.044587153369,6.37162348162318e-26,2072,0.2072,2580,0.258,1,0.204239154121642,"Large"
"Forest",-8.02811195013672,15.3024246432849,4.94920689194314e-16,0.95354136680563,3.68302445599914e-53,2509,0.2509,2548,0.2548,1,4.94920689194314e-16,"Large"
"Saturated First Stage",-2.47430738077347,12.6381266710341,0.00668298128425113,0.943461027423453,6.50585856529457e-37,2509,0.2509,3763,0.3763,1,0.00668298128425113,"Large"
"Forest",-4.81806814350057,12.4643735789191,7.24774341731026e-07,1.03299087466437,5.8392933494234e-36,2112,0.2112,2138,0.2138,1,7.24774341731026e-07,"Large"
"Saturated First Stage",-0.281479332775992,9.97868793295316,0.389174303778232,1.07237301626751,9.44743586115168e-24,2112,0.2112,729,0.0729,1,0.389174303778232,"Large"
"Forest",-7.83481603968996,11.9623198621306,2.34764818027373e-15,0.86180116722385,2.79879624377648e-33,1602,0.1602,2803,0.2803,1,2.34764818027373e-15,"Large"
"Saturated First Stage",-1.85058164203499,9.26174383811878,0.032129632523498,0.854715881700658,1.00560109151288e-20,1602,0.1602,3601,0.3601,1,0.032129632523498,"Large"
"Forest",-4.37177105616416,13.2558791109093,6.16213609868973e-06,0.972723762463707,2.08599587697926e-40,1848,0.1848,1890,0.189,1,6.16213609868973e-06,"Large"
"Saturated First Stage",-0.637100065413243,9.74986260485051,0.262037132573541,0.989771934531389,9.23590497327122e-23,1848,0.1848,428,0.0428,1,0.262037132573541,"Large"
"Forest",-6.32669103772461,13.4793604528796,1.25237077682606e-10,1.01615412855496,1.03446199032486e-41,1947,0.1947,1574,0.1574,1,1.25237077682606e-10,"Large"
"Saturated First Stage",-0.769250587167463,10.6425804464209,0.220881375676669,1.0104491160713,9.4413097213102e-27,1947,0.1947,2020,0.202,1,0.220881375676669,"Large"
"Forest",-7.31998261703566,12.2642154800542,1.24001539544028e-13,1.05091996475667,7.04855006794831e-35,1925,0.1925,2027,0.2027,1,1.24001539544028e-13,"Large"
"Saturated First Stage",-1.77832967468312,11.3987121057497,0.0376900657202764,1.04933959391618,2.12175035109678e-30,1925,0.1925,1898,0.1898,1,0.0376900657202764,"Large"
"Forest",-3.92561430150734,12.1876750863767,4.32543392299893e-05,1.02463046017167,1.80795236685387e-34,911,0.0911,1168,0.1168,1,4.32543392299893e-05,"Large"
"Saturated First Stage",0.818103039824582,9.34423829737091,0.793341067166436,1.03803036019005,4.6276619587741e-21,911,0.0911,0,0,1,0.793341067166436,"Large"
"Forest",-5.43175896339342,12.7912268759854,2.79006313471683e-08,1.0393589823803,9.17765537619605e-38,1887,0.1887,2425,0.2425,1,2.79006313471683e-08,"Large"
"Saturated First Stage",-1.13001014298075,10.8313065709971,0.129249540384983,1.0337010188257,1.2231968492304e-27,1887,0.1887,1739,0.1739,1,0.129249540384983,"Large"
"Forest",-7.17056173691433,13.6538961729383,3.73453269152561e-13,1.00296269766943,9.56835520738827e-43,2651,0.2651,2686,0.2686,1,3.73453269152561e-13,"Large"
"Saturated First Stage",-2.5466026149342,12.5713510669209,0.00544629702807175,0.966098414464627,1.51746326668989e-36,2651,0.2651,4253,0.4253,1,0.00544629702807175,"Large"
"Forest",-6.95743515216822,12.1450804517642,1.73261682377795e-12,1.016470702038,3.04613192748477e-34,2086,0.2086,2300,0.23,1,1.73261682377795e-12,"Large"
"Saturated First Stage",-1.55745618298176,11.1391567302753,0.0596969463816851,1.01428835991557,4.04407685212571e-29,2086,0.2086,2690,0.269,1,0.0596969463816851,"Large"
"Forest",-4.28618952915903,11.7892762275702,9.0881965291946e-06,0.817842527199783,2.21667264544648e-32,1002,0.1002,1861,0.1861,1,9.0881965291946e-06,"Large"
"Saturated First Stage",-1.14946668455344,9.04439125062012,0.125195557244703,0.769019652887367,7.52506940416715e-20,1002,0.1002,1977,0.1977,1,0.125195557244703,"Large"
"Forest",-6.34909113423642,13.9704559832196,1.08295351144182e-10,0.950537877449014,1.18055060241679e-44,2189,0.2189,2302,0.2302,1,1.08295351144182e-10,"Large"
"Saturated First Stage",-1.85312935031813,12.0885079614838,0.0319466437394861,0.96649050945734,6.07363449212574e-34,2189,0.2189,3998,0.3998,1,0.0319466437394861,"Large"
"Forest",-8.3186125733053,16.4390370551659,4.44994726930691e-17,1.09105249438979,5.02515806724314e-61,2657,0.2657,2577,0.2577,1,4.44994726930691e-17,"Large"
"Saturated First Stage",-2.92462517495307,15.0338768144616,0.00172823296363128,1.1141760981426,2.20227855381058e-51,2657,0.2657,3638,0.3638,1,0.00172823296363128,"Large"
"Forest",-5.30490431766325,12.6759410505235,5.6366055871455e-08,1.15781703497704,4.01940456043954e-37,1228,0.1228,1293,0.1293,1,5.6366055871455e-08,"Large"
"Saturated First Stage",1.4396563327912,8.95610577550499,0.9250020065153,1.14616425931714,1.6817366616729e-19,1228,0.1228,0,0,1,0.9250020065153,"Large"
"Forest",-5.8138084434553,16.1089267112861,3.05336457861878e-09,1.0059478246859,1.10411734219853e-58,2102,0.2102,1884,0.1884,1,3.05336457861878e-09,"Large"
"Saturated First Stage",-0.96634193031907,11.001158140102,0.166948251739169,1.01821522171455,1.88627632995005e-28,2102,0.2102,2880,0.288,1,0.166948251739169,"Large"
"Forest",-7.649581411102,19.9487438884169,1.00817294278196e-14,1.18045362743046,7.68507343493347e-89,2697,0.2697,2320,0.232,1,1.00817294278196e-14,"Large"
"Saturated First Stage",-0.60993396372116,11.5335824805958,0.270959712857247,1.14895131423561,4.46733830330104e-31,2697,0.2697,2424,0.2424,1,0.270959712857247,"Large"
"Forest",-2.80574665932813,10.3239454641169,0.00251000717999169,0.915669966462305,2.7459471113805e-25,282,0.0282,720,0.072,1,0.00251000717999169,"Large"
"Saturated First Stage",0.401613960128054,7.00518299671402,0.656011627445936,0.923178101115737,1.23331609654586e-12,282,0.0282,0,0,1,0.656011627445936,"Large"
"Forest",-7.28944012644073,15.3234725921235,1.55622857222768e-13,0.977762014805392,2.66462965039798e-53,2497,0.2497,2763,0.2763,1,1.55622857222768e-13,"Large"
"Saturated First Stage",-3.33711059385733,13.5214323945354,0.000424816544580855,0.93207027516584,5.84388386689072e-42,2497,0.2497,3413,0.3413,1,0.000424816544580855,"Large"
"Forest",-5.77782266227324,15.4888858822572,3.78367527265949e-09,0.945318235841242,2.06187360770707e-54,2329,0.2329,2202,0.2202,1,3.78367527265949e-09,"Large"
"Saturated First Stage",-2.47642807211473,12.8303780054481,0.00664343606768704,0.974839652152239,5.54110773666146e-38,2329,0.2329,3585,0.3585,1,0.00664343606768704,"Large"
"Forest",-5.42447712313756,12.2649779620065,2.90622167279137e-08,0.870021187524688,6.9825140356802e-35,2077,0.2077,3123,0.3123,1,2.90622167279137e-08,"Large"
"Saturated First Stage",-2.42113362159776,11.1535578175375,0.00774494438064168,0.864586239220121,3.43996621178123e-29,2077,0.2077,2275,0.2275,1,0.00774494438064168,"Large"
"Forest",-4.70106920254551,12.8231602961693,1.29401390585947e-06,1.01032931841059,6.08198053847312e-38,2104,0.2104,1904,0.1904,1,1.29401390585947e-06,"Large"
"Saturated First Stage",-0.424252284433209,9.94515555944522,0.335695484585768,1.00111419480804,1.32380022788584e-23,2104,0.2104,1723,0.1723,1,0.335695484585768,"Large"
"Forest",-7.30934434336787,13.7158124003078,1.34224512743342e-13,0.918507734233146,4.08233613539525e-43,1941,0.1941,2273,0.2273,1,1.34224512743342e-13,"Large"
"Saturated First Stage",-2.87324845633977,9.20329675155243,0.0020356540444764,0.915672493948242,1.73566297239841e-20,1941,0.1941,1762,0.1762,1,0.0020356540444764,"Large"
"Forest",-4.42407507572581,11.7669682596628,4.84281683866574e-06,1.12279465589135,2.8881636440456e-32,1620,0.162,954,0.0954,1,4.84281683866574e-06,"Large"
"Saturated First Stage",1.51989960567241,9.73533587699975,0.935716071756775,1.11764086056429,1.06556243762226e-22,1620,0.162,0,0,1,0.935716071756775,"Large"
