"model","min_tstat","max_tstat","pval_one_neg","mean_dydx","pval_one_pos","n_defiers_true","pct_defiers_true","n_defiers_estimated","pct_defiers_estimated","first_stage_sign","pval_defier","N"
"Saturated First Stage",-31.387719106413,26.4853950452007,1.24673850278388e-206,-0.720302169337399,7.13963432469447e-155,3439,0.3439,4988,0.4988,1,1.24673850278388e-206,"Large"
"Forest",-29.7582761278779,38.8815431696774,6.77623881936108e-195,2.04061695915941,0,1981,0.1981,3766,0.3766,1,6.77623881936108e-195,"Large"
"Saturated First Stage",-22.7110064222751,37.6192360676422,1.11679977827395e-111,1.95323264708991,0,1981,0.1981,3516,0.3516,1,1.11679977827395e-111,"Large"
"Forest",-20.0684988948267,40.3775301443385,6.95719786929124e-90,3.82167476528562,0,1198,0.1198,2399,0.2399,1,6.95719786929124e-90,"Large"
"Saturated First Stage",-9.86210761606264,36.1044250044987,3.8621790479224e-23,3.83596321820831,9.66454944135832e-286,1198,0.1198,3106,0.3106,1,3.8621790479224e-23,"Large"
"Forest",-30.3836191847399,16.7876090933821,4.52082287606178e-203,-2.92717348197923,1.50358815031807e-63,1347,0.1347,2610,0.261,-1,1.50358815031807e-63,"Large"
"Saturated First Stage",-27.4676805935325,9.77834446416355,1.72648183815919e-160,-2.91556999992277,6.97365858258483e-23,1347,0.1347,2363,0.2363,-1,6.97365858258483e-23,"Large"
"Forest",-6.6170721133142,42.0262114716466,1.83191397350752e-11,6.27090393022994,0,552,0.0552,934,0.0934,1,1.83191397350752e-11,"Large"
"Saturated First Stage",0.960964009645024,54.5416946736191,0.831703238983057,6.34545705896736,0,552,0.0552,0,0,1,0.831703238983057,"Large"
"Forest",-31.6016577962555,35.4780811718631,1.7517243977759e-219,0.57163770173294,5.35332218952623e-276,2433,0.2433,4566,0.4566,1,1.7517243977759e-219,"Large"
"Saturated First Stage",-27.1192741820029,30.8167263107044,1.21763819482777e-156,0.579541266036079,7.82190244635518e-209,2433,0.2433,4878,0.4878,1,1.21763819482777e-156,"Large"
"Forest",-21.7596241123726,36.9153349051313,2.80027702189479e-105,3.80947224389236,1.3113853295644e-298,1341,0.1341,2682,0.2682,1,2.80027702189479e-105,"Large"
"Saturated First Stage",-15.7745662103386,40.501654617676,1.08215731879714e-55,3.66890703244187,0,1341,0.1341,2690,0.269,1,1.08215731879714e-55,"Large"
"Forest",-9.4526737187286,40.9304751322531,1.65142095781053e-21,6.04092025189966,0,513,0.0513,1166,0.1166,1,1.65142095781053e-21,"Large"
"Saturated First Stage",-1.96248222404214,36.8979791800441,0.0248670408412448,6.05620629057286,2.48953375885757e-298,513,0.0513,630,0.063,1,0.0248670408412448,"Large"
"Forest",-8.34239706597246,22.2573292149753,3.63997647180131e-17,2.65664181008191,4.7893270794524e-110,1241,0.1241,2077,0.2077,1,3.63997647180131e-17,"Large"
"Saturated First Stage",-5.86500605034423,22.3881792823002,2.31684384809042e-09,2.70385544477087,2.56562639287048e-111,1241,0.1241,2546,0.2546,1,2.31684384809042e-09,"Large"
"Forest",-33.364609616761,34.8580301145277,2.23634909321579e-244,1.27702787959531,1.60875347088649e-266,2841,0.2841,4302,0.4302,1,2.23634909321579e-244,"Large"
"Saturated First Stage",-27.1498595583076,35.6164235142384,5.61532111938307e-157,1.29296424721272,3.90130734458052e-278,2841,0.2841,4848,0.4848,1,5.61532111938307e-157,"Large"
"Forest",-17.3422673184092,28.1676951292094,1.1282867460369e-67,1.49993149124503,7.27538050686308e-175,3993,0.3993,4281,0.4281,1,1.1282867460369e-67,"Large"
"Saturated First Stage",-15.5573480776531,29.2574947272804,3.03777641634003e-54,1.46150886746575,1.80265303811975e-188,3993,0.3993,4248,0.4248,1,3.03777641634003e-54,"Large"
"Forest",-43.696812979923,15.2717359146352,0,-6.02997564202953,5.89949059412892e-53,1030,0.103,2028,0.2028,-1,5.89949059412892e-53,"Large"
"Saturated First Stage",-42.1222080462317,7.29425956559581,0,-6.09425935292878,1.50152994346159e-13,1030,0.103,1587,0.1587,-1,1.50152994346159e-13,"Large"
"Forest",-34.583433110213,29.2194464818678,2.24167613635849e-262,-1.50901732204774,5.4905601208457e-188,2244,0.2244,4129,0.4129,-1,5.4905601208457e-188,"Large"
"Saturated First Stage",-32.7611306926743,21.5946974372464,5.42647667463422e-224,-1.57729462951816,1.00729298834411e-103,2244,0.2244,3991,0.3991,-1,1.00729298834411e-103,"Large"
"Forest",-10.2535894433069,18.9877455554465,5.70143252526544e-25,0.944395445206389,1.07689271861361e-80,2051,0.2051,4017,0.4017,1,5.70143252526544e-25,"Large"
"Saturated First Stage",-10.4697320879298,18.2726652424653,8.06196111152568e-26,0.971758974306882,6.83062907516762e-75,2051,0.2051,3365,0.3365,1,8.06196111152568e-26,"Large"
"Forest",-20.0361333153545,17.0932770404164,1.33349411690473e-89,-0.134917756940165,8.32729471244924e-66,3169,0.3169,4920,0.492,1,1.33349411690473e-89,"Large"
"Saturated First Stage",-18.0685696533958,17.3731244346416,3.89614210474804e-72,-0.0877027668925677,6.5923564981274e-68,3169,0.3169,5011,0.5011,1,3.89614210474804e-72,"Large"
"Forest",-8.41217435246162,34.9097447348845,2.01239510172844e-17,4.99013819541872,2.64470012151516e-267,841,0.0841,1176,0.1176,1,2.01239510172844e-17,"Large"
"Saturated First Stage",-3.14687681148613,30.480571191275,0.000827547252512423,4.92933981246002,2.35760771360449e-204,841,0.0841,1665,0.1665,1,0.000827547252512423,"Large"
"Forest",-29.1801325549451,18.0903972174225,1.73281423404612e-187,-2.50733852404568,1.89671530469437e-73,1779,0.1779,3344,0.3344,-1,1.89671530469437e-73,"Large"
"Saturated First Stage",-30.3006312694585,18.5143411605726,2.54246469597311e-193,-2.45273050589124,7.91102497859522e-77,1779,0.1779,4558,0.4558,-1,7.91102497859522e-77,"Large"
"Forest",-15.9437705944207,4.18714229872324,1.5738695923687e-57,-1.79004319079497,1.41244364553283e-05,1952,0.1952,893,0.0893,-1,1.41244364553283e-05,"Large"
"Saturated First Stage",-13.5653442609637,-1.03289862195936,7.49119316300552e-42,-1.79628394160057,0.849174328126633,1952,0.1952,0,0,-1,0.849174328126633,"Large"
"Forest",-50.8403242982298,7.33633484039617,0,-5.56207897870191,1.09761205280339e-13,668,0.0668,953,0.0953,-1,1.09761205280339e-13,"Large"
"Saturated First Stage",-46.1790081329351,2.45337589052027,0,-5.60503273637372,0.00707611831001507,668,0.0668,1436,0.1436,-1,0.00707611831001507,"Large"
"Forest",-18.9236653856286,14.3960951996205,3.6405201594171e-80,-0.967013737788322,2.73753273809667e-47,1965,0.1965,3726,0.3726,-1,2.73753273809667e-47,"Large"
"Saturated First Stage",-19.7441109947158,10.9416423952583,1.87087757987861e-85,-0.889779103158548,3.6433871552507e-28,1965,0.1965,3791,0.3791,-1,3.6433871552507e-28,"Large"
"Forest",-16.4472675228416,33.4581242880769,4.3869102830613e-61,3.85335469215242,9.80377932515071e-246,1211,0.1211,2624,0.2624,1,4.3869102830613e-61,"Large"
"Saturated First Stage",-6.67855732438935,26.0637729229112,1.27073069947889e-11,3.78846024337241,4.6958676875357e-150,1211,0.1211,3381,0.3381,1,1.27073069947889e-11,"Large"
"Forest",-9.32567365421792,38.1670263997227,5.51403901841282e-21,5.48450878550499,0,779,0.0779,1081,0.1081,1,5.51403901841282e-21,"Large"
"Saturated First Stage",-2.6473116701384,41.1563632630027,0.00406309412026805,5.45849111294933,0,779,0.0779,1427,0.1427,1,0.00406309412026805,"Large"
"Forest",-16.0941898158443,10.0850222594728,1.4010774245107e-58,-1.39954316276524,3.21752986762617e-24,2960,0.296,2720,0.272,-1,3.21752986762617e-24,"Large"
"Saturated First Stage",-15.3779600069068,8.1036157002753,4.61626534306877e-53,-1.29400740272019,2.66747216587397e-16,2960,0.296,1660,0.166,-1,2.66747216587397e-16,"Large"
"Forest",-25.6155486619143,31.4119303094454,5.11928881035047e-145,1.80643563076481,6.95280435329738e-217,3701,0.3701,3719,0.3719,1,5.11928881035047e-145,"Large"
"Saturated First Stage",-20.0575821984015,32.0419460438603,4.56602748490711e-88,1.93354536326912,1.42124997201254e-225,3701,0.3701,1806,0.1806,1,4.56602748490711e-88,"Large"
"Forest",-2.80561851936839,29.9143842456243,0.002511005438687,5.66027009378427,6.39603694096404e-197,392,0.0392,287,0.0287,1,0.002511005438687,"Large"
"Saturated First Stage",2.97970659634951,38.8635498248401,0.998553906015164,5.65080143199,0,392,0.0392,0,0,1,0.998553906015164,"Large"
"Forest",-22.6877740731812,20.2862298823183,2.95783114216574e-114,-0.983483213940225,8.50769387608821e-92,3167,0.3167,4350,0.435,-1,8.50769387608821e-92,"Large"
"Saturated First Stage",-31.2781880376151,24.8362620737553,2.84613836227894e-205,-0.933363774203673,1.81985677433088e-136,3167,0.3167,3785,0.3785,-1,1.81985677433088e-136,"Large"
"Forest",-6.85973630782063,42.176080273033,3.44938858199481e-12,5.69196086125702,0,649,0.0649,1063,0.1063,1,3.44938858199481e-12,"Large"
"Saturated First Stage",0.594240749101955,35.6951253821501,0.723817720982588,5.54928817188489,2.35259022603815e-279,649,0.0649,0,0,1,0.723817720982588,"Large"
"Forest",-33.827629657848,15.2753393586494,3.87097251299344e-251,-3.24652033645245,5.58226564089516e-53,1305,0.1305,2408,0.2408,-1,5.58226564089516e-53,"Large"
"Saturated First Stage",-37.0022128792089,13.4173966575376,2.721373586602e-281,-3.18501499341593,2.3910963648995e-41,1305,0.1305,1457,0.1457,-1,2.3910963648995e-41,"Large"
"Forest",-43.1521553547013,25.4414563158265,0,-2.61188663203161,4.38838384366096e-143,2238,0.2238,3317,0.3317,-1,4.38838384366096e-143,"Large"
"Saturated First Stage",-44.1634957074562,19.8085916113094,0,-2.65571110870881,1.25503752359876e-87,2238,0.2238,3998,0.3998,-1,1.25503752359876e-87,"Large"
"Forest",-23.1690560900487,15.5208709359636,4.67129159276554e-119,-1.47697528902786,1.25313026327382e-54,1768,0.1768,3151,0.3151,-1,1.25313026327382e-54,"Large"
"Saturated First Stage",-24.5173508534588,11.7388836865204,2.96666886115073e-129,-1.51430058261716,4.02712598036921e-32,1768,0.1768,2449,0.2449,-1,4.02712598036921e-32,"Large"
"Forest",-35.9316015081697,11.0756897749016,4.90501959920259e-283,-4.75379761378749,8.23038254306753e-29,775,0.0775,1314,0.1314,-1,8.23038254306753e-29,"Large"
"Saturated First Stage",-42.6727136997225,4.27704024357772,0,-4.84303884601998,9.46972873147988e-06,775,0.0775,1191,0.1191,-1,9.46972873147988e-06,"Large"
"Forest",-25.2622465170553,7.42035696592412,4.15427582912263e-141,-3.09108496687518,5.84025452112498e-14,789,0.0789,1148,0.1148,-1,5.84025452112498e-14,"Large"
"Saturated First Stage",-27.4744214835646,1.8704273895607,1.45307948017561e-160,-3.10688270354904,0.0307122457131249,789,0.0789,2111,0.2111,-1,0.0307122457131249,"Large"
"Forest",-34.9131221456387,28.5418002071202,2.35031849409299e-267,0.0898501178586511,1.77538995971817e-179,4685,0.4685,5015,0.5015,-1,1.77538995971817e-179,"Large"
"Saturated First Stage",-37.3351487393395,37.5011271666968,5.12863189301042e-286,0.0243285393426366,4.41461189216306e-308,4685,0.4685,4994,0.4994,-1,4.41461189216306e-308,"Large"
"Forest",-30.79804812168,31.3116310745483,1.39148835280729e-208,-0.992109747420443,1.62049097264908e-215,2233,0.2233,4365,0.4365,-1,1.62049097264908e-215,"Large"
"Saturated First Stage",-31.298326071559,26.0347036666161,1.60244063393335e-205,-0.917344330271942,1.00244545306415e-149,2233,0.2233,4907,0.4907,-1,1.00244545306415e-149,"Large"
"Forest",-31.2326032618916,18.5906654205902,1.9232819152178e-214,-2.21519295733379,1.91202113294141e-77,2012,0.2012,3519,0.3519,-1,1.91202113294141e-77,"Large"
"Saturated First Stage",-41.0030345101685,21.5820306858537,0,-2.30799405945414,1.32485790492264e-103,2012,0.2012,4133,0.4133,-1,1.32485790492264e-103,"Large"
"Forest",-27.0159365186127,8.92653365157106,4.80211311883332e-161,-3.2403466173164,2.19782924578023e-19,862,0.0862,1442,0.1442,-1,2.19782924578023e-19,"Large"
"Saturated First Stage",-32.1933799495939,4.19214540846669,9.64979275239004e-217,-3.2622023663606,1.38164391152668e-05,862,0.0862,2225,0.2225,-1,1.38164391152668e-05,"Large"
"Forest",-27.514995935647,17.9531191281813,5.80792651566309e-167,-1.16859025498761,2.26846235205562e-72,2015,0.2015,4139,0.4139,-1,2.26846235205562e-72,"Large"
"Saturated First Stage",-19.7080900420494,12.6204216058085,3.71385279505379e-85,-1.36142622672892,8.14732836942102e-37,2015,0.2015,1993,0.1993,-1,8.14732836942102e-37,"Large"
"Forest",-10.7667523011055,34.2930480817784,2.47062382697962e-27,5.13715816659931,4.9811007730035e-258,724,0.0724,1335,0.1335,1,2.47062382697962e-27,"Large"
"Saturated First Stage",-2.22982671164504,33.2780739387072,0.012890542231508,5.02716842203703,4.00817821451726e-243,724,0.0724,1517,0.1517,1,0.012890542231508,"Large"
"Forest",-34.0287910017356,14.4470776795142,4.17994410640242e-254,-2.5523795760574,1.307748380311e-47,2529,0.2529,2877,0.2877,-1,1.307748380311e-47,"Large"
"Saturated First Stage",-28.4635760541959,9.30243678610504,1.01339836730753e-171,-2.53190026818443,6.86315482894655e-21,2529,0.2529,3577,0.3577,-1,6.86315482894655e-21,"Large"
"Forest",-38.2465358450421,39.5100428114991,0,-1.47925187543467,0,2993,0.2993,4268,0.4268,-1,0,"Large"
"Saturated First Stage",-28.5091072714466,21.2284308332686,3.04908691173658e-172,-1.54644696256534,2.60878534199308e-100,2993,0.2993,3852,0.3852,-1,2.60878534199308e-100,"Large"
"Forest",-16.6706443784572,6.49525088899141,1.07136058074788e-62,-1.99355235691251,4.14475739769354e-11,1515,0.1515,1399,0.1399,-1,4.14475739769354e-11,"Large"
"Saturated First Stage",-15.2727398163723,0.438367612304131,2.2459923098874e-52,-2.00957013739126,0.33055991027,1515,0.1515,595,0.0595,-1,0.33055991027,"Large"
"Forest",-31.6355877132699,34.4651300817203,5.98524669240673e-220,0.219351429036996,1.33616247883814e-260,2784,0.2784,4870,0.487,1,5.98524669240673e-220,"Large"
"Saturated First Stage",-33.6390176151858,35.1548817725252,2.11001231425604e-235,0.19075347566422,4.89490288606018e-271,2784,0.2784,4987,0.4987,1,2.11001231425604e-235,"Large"
"Forest",-40.5119583934009,19.9560169223583,0,-3.69997908173257,6.64458928264331e-89,1621,0.1621,2763,0.2763,-1,6.64458928264331e-89,"Large"
"Saturated First Stage",-40.1522122720641,13.8508523822026,0,-3.64861719358487,6.28557079886562e-44,1621,0.1621,2711,0.2711,-1,6.28557079886562e-44,"Large"
"Forest",-19.1261476383474,33.5286358343064,7.6484708369336e-82,2.65737916785283,9.22190406422668e-247,1857,0.1857,3571,0.3571,1,7.6484708369336e-82,"Large"
"Saturated First Stage",-20.4577876934951,37.8549519103586,1.85930133990201e-91,2.60537194790296,0,1857,0.1857,2360,0.236,1,1.85930133990201e-91,"Large"
"Forest",-34.5268805643001,26.3182478465688,1.58479445902341e-261,-1.40410017245272,5.92863943465320e-153,2090,0.209,4080,0.408,-1,5.92863943465320e-153,"Large"
"Saturated First Stage",-25.9091629595213,17.2919206281166,1.32396015535332e-143,-1.63624953671023,2.70593352454632e-67,2090,0.209,2565,0.2565,-1,2.70593352454632e-67,"Large"
"Forest",-31.2824792863545,47.1710191229247,4.03910793353917e-215,1.23336707996503,0,4597,0.4597,4216,0.4216,1,4.03910793353917e-215,"Large"
"Saturated First Stage",-34.6512556099736,42.5714740762014,7.43454045992648e-249,1.24385382686549,0,4597,0.4597,4920,0.492,1,7.43454045992648e-249,"Large"
"Forest",-53.7742019045884,25.3020153248386,0,-3.59521752242704,1.51759948764476e-141,1830,0.183,3596,0.3596,-1,1.51759948764476e-141,"Large"
"Saturated First Stage",-53.9537446855484,26.0671446982377,0,-3.67241312240047,4.30022374775039e-150,1830,0.183,3643,0.3643,-1,4.30022374775039e-150,"Large"
"Forest",-26.8188368490093,22.3992314676693,9.74345951048613e-159,-1.21790695641025,2.00213013808312e-111,2017,0.2017,4046,0.4046,-1,2.00213013808312e-111,"Large"
"Saturated First Stage",-23.9706696006174,16.5914238215547,8.27246227970639e-124,-1.19711570335731,4.01958548286965e-62,2017,0.2017,4943,0.4943,-1,4.01958548286965e-62,"Large"
"Forest",-43.4885515461756,22.9773386850702,0,-3.34545204113852,3.92779093089596e-117,2177,0.2177,2963,0.2963,-1,3.92779093089596e-117,"Large"
"Saturated First Stage",-43.3152601559122,20.4089722676017,0,-3.2725547270756,6.95902526521516e-93,2177,0.2177,3313,0.3313,-1,6.95902526521516e-93,"Large"
"Forest",-39.1081608980135,15.1000741677216,0,-3.22643444156132,8.0875679336244e-52,1519,0.1519,3206,0.3206,-1,8.0875679336244e-52,"Large"
"Saturated First Stage",-39.8755942217463,13.195367483357,3.95252516672997e-323,-3.2006813510228,4.66493934686828e-40,1519,0.1519,3319,0.3319,-1,4.66493934686828e-40,"Large"
"Forest",-20.6233599202572,45.6955479583627,8.4688624707778e-95,3.77492049505709,0,1431,0.1431,3142,0.3142,1,8.4688624707778e-95,"Large"
"Saturated First Stage",-10.1318682407367,30.7367108809717,2.60526782445722e-24,3.75900409487935,9.20318376124256e-208,1431,0.1431,3171,0.3171,1,2.60526782445722e-24,"Large"
"Forest",-37.7019664420327,33.2002825317227,0,-1.35826159768754,5.33244742993912e-242,2687,0.2687,4295,0.4295,-1,5.33244742993912e-242,"Large"
"Saturated First Stage",-39.6972021808178,31.1815553488739,1.94118392251026e-320,-1.39891990473099,9.47561603398611e-214,2687,0.2687,4733,0.4733,-1,9.47561603398611e-214,"Large"
"Forest",-40.6753962999864,34.3194991931906,0,0.453656373677643,2.00860834282011e-258,3040,0.304,4743,0.4743,1,0,"Large"
"Saturated First Stage",-29.9635285136535,35.6410455514546,2.84154428148934e-189,0.644370807761386,1.6215292702573e-278,3040,0.304,5004,0.5004,1,2.84154428148934e-189,"Large"
"Forest",-37.8057772168243,6.62230995667412,0,-5.1570076887415,1.76814277975287e-11,556,0.0556,631,0.0631,-1,1.76814277975287e-11,"Large"
"Saturated First Stage",-41.6582040371262,-0.225532153807926,0,-5.17716683685221,0.589217342753411,556,0.0556,0,0,-1,0.589217342753411,"Large"
"Forest",-28.3120964097451,9.23631366208736,1.22642502187892e-176,-2.87245026128931,1.275678984072e-20,961,0.0961,1967,0.1967,-1,1.275678984072e-20,"Large"
"Saturated First Stage",-27.0069061620032,2.32743689885502,2.07817129049146e-155,-2.83990662642503,0.00997101189699051,961,0.0961,2495,0.2495,-1,0.00997101189699051,"Large"
"Forest",-28.7474540546409,8.47410970709369,4.87312524740642e-182,-2.22610339292903,1.18442058333918e-17,1454,0.1454,3030,0.303,-1,1.18442058333918e-17,"Large"
"Saturated First Stage",-21.8943274936778,8.35353307156379,3.96335390682516e-104,-2.16514271441192,3.3125425882609e-17,1454,0.1454,2347,0.2347,-1,3.3125425882609e-17,"Large"
"Forest",-38.0999985826244,48.0355980106065,0,3.61715370781796,0,1829,0.1829,3650,0.365,1,0,"Large"
"Saturated First Stage",-30.9688993037605,56.3199359532669,1.85877277406284e-201,3.55812965088808,0,1829,0.1829,3451,0.3451,1,1.85877277406284e-201,"Large"
"Forest",-27.617854223288,38.9854152273941,3.3961821431757e-168,1.65244915231457,0,2321,0.2321,4219,0.4219,1,3.3961821431757e-168,"Large"
"Saturated First Stage",-20.1626453731014,31.3614635037633,5.96318865074267e-89,1.70152279822106,3.39448134741847e-216,2321,0.2321,4782,0.4782,1,5.96318865074267e-89,"Large"
"Forest",-3.94117959803504,34.391120916906,4.0540943460169e-05,5.48879670561433,1.71148166375043e-259,301,0.0301,443,0.0443,1,4.0540943460169e-05,"Large"
"Saturated First Stage",4.33297162828971,37.8374686062654,0.999992572567894,5.45485619654557,0,301,0.0301,0,0,1,0.999992572567894,"Large"
"Forest",-9.17657748773154,42.3324972110744,2.22505172786546e-20,6.59922895338013,0,697,0.0697,1330,0.133,1,2.22505172786546e-20,"Large"
"Saturated First Stage",-2.7553150668903,41.9660431686011,0.00293709326011921,6.66536817080647,0,697,0.0697,1188,0.1188,1,0.00293709326011921,"Large"
"Forest",-23.4520034502737,24.6808752448787,6.30563682763557e-122,-0.0976663397193849,8.58128759970651e-135,2689,0.2689,5087,0.5087,1,6.30563682763557e-122,"Large"
"Saturated First Stage",-21.0495424734507,20.7491573591406,1.39450804583631e-96,-0.0338871458307983,6.23793878078174e-96,2689,0.2689,5720,0.572,1,1.39450804583631e-96,"Large"
"Forest",-40.751222364378,15.2573275344192,0,-4.87367800484437,7.35763951367749e-53,1135,0.1135,2045,0.2045,-1,7.35763951367749e-53,"Large"
"Saturated First Stage",-46.4072550395943,12.2160530536821,0,-4.90513199868677,1.27587899525758e-34,1135,0.1135,1516,0.1516,-1,1.27587899525758e-34,"Large"
"Forest",-36.0972802232747,3.65028586277201,1.25108316000639e-285,-5.28938913746212,0.000130974307591347,409,0.0409,312,0.0312,-1,0.000130974307591347,"Large"
"Saturated First Stage",-38.5227752108419,-1.92021708547332,3.96395331734544e-303,-5.26082948140773,0.972584757811215,409,0.0409,0,0,-1,0.972584757811215,"Large"
"Forest",-37.7731563793117,28.5250041440654,0,-1.90684464256856,2.86869185140724e-179,4085,0.4085,3776,0.3776,-1,2.86869185140724e-179,"Large"
"Saturated First Stage",-38.1997205409742,24.3630291907825,1.96062040980815e-298,-1.97554349143932,2.10932600500333e-131,4085,0.4085,2822,0.2822,-1,2.10932600500333e-131,"Large"
"Forest",-42.9076042266269,27.6114162697405,0,-1.86583649693933,4.05790231401555e-168,1983,0.1983,3888,0.3888,-1,4.05790231401555e-168,"Large"
"Saturated First Stage",-34.6448247703065,23.5264171984289,9.07220205780793e-249,-1.95595969713236,1.09457610299144e-122,1983,0.1983,3873,0.3873,-1,1.09457610299144e-122,"Large"
"Forest",-49.2445754067704,29.4353720834331,0,-1.46540785170666,9.68813039075152e-191,2347,0.2347,4400,0.44,-1,9.68813039075152e-191,"Large"
"Saturated First Stage",-44.6859609801588,36.8765768723334,0,-1.39068927699865,5.48571631860059e-298,2347,0.2347,4704,0.4704,-1,5.48571631860059e-298,"Large"
"Forest",-26.4852091108806,29.1558411325585,7.17493058513896e-155,0.218963907309423,3.52228372603328e-187,2442,0.2442,4747,0.4747,1,7.17493058513896e-155,"Large"
"Saturated First Stage",-26.0027723224961,27.5319036251407,1.35476539298666e-144,0.372005488933159,3.64462322489599e-167,2442,0.2442,5014,0.5014,1,1.35476539298666e-144,"Large"
"Forest",-0.00224619916986649,30.5140986523417,0.499103896934472,6.14539063700951,8.47090458948554e-205,212,0.0212,1,1e-04,1,0.499103896934472,"Large"
"Saturated First Stage",6.93472078137233,33.0789225363979,0.999999999997839,6.15112035612067,2.98654614500913e-240,212,0.0212,0,0,1,0.999999999997839,"Large"
"Forest",-36.1236554297116,24.4653266648944,4.82323307798133e-286,-3.83810512219632,1.72852540542187e-132,1350,0.135,2673,0.2673,-1,1.72852540542187e-132,"Large"
"Saturated First Stage",-30.9219827702059,10.3824497643998,7.00169152485791e-201,-3.93463177749509,1.49013905173998e-25,1350,0.135,2972,0.2972,-1,1.49013905173998e-25,"Large"
"Forest",-30.2082369552096,28.4460502890946,9.23192600157472e-201,-1.69453438744112,2.72666198937122e-178,3765,0.3765,4112,0.4112,-1,2.72666198937122e-178,"Large"
"Saturated First Stage",-43.0159802672879,30.8020655996315,0,-1.78817612489285,1.22937414977261e-208,3765,0.3765,3864,0.3864,-1,1.22937414977261e-208,"Large"
"Forest",-8.93368917228007,34.5491556472589,2.0601694357445e-19,4.52377446765924,7.33794424258739e-262,619,0.0619,1437,0.1437,1,2.0601694357445e-19,"Large"
"Saturated First Stage",-1.22487374105576,45.9498862878281,0.11032583785815,4.51773365201646,0,619,0.0619,1935,0.1935,1,0.11032583785815,"Large"
"Forest",-37.5131485176773,38.3297527520119,2.8114866516336e-308,0.6913828063254,0,4474,0.4474,5112,0.5112,-1,0,"Large"
"Saturated First Stage",-36.4471157213634,41.765873897262,1.74122165088548e-273,0.735268157116077,0,4474,0.4474,4997,0.4997,-1,0,"Large"
"Forest",-10.7074853221471,16.6806035518445,4.69385993001916e-27,1.0630679954856,9.06885544459307e-63,2381,0.2381,3528,0.3528,1,4.69385993001916e-27,"Large"
"Saturated First Stage",-4.58708366672466,10.592029057758,2.27475709795581e-06,0.953916348078184,1.62240464723957e-26,2381,0.2381,5000,0.5,1,2.27475709795581e-06,"Large"
"Forest",-44.8769436164066,7.79448577397652,0,-6.07417226273697,3.23356494851592e-15,549,0.0549,981,0.0981,-1,3.23356494851592e-15,"Large"
"Saturated First Stage",-46.4521892188594,1.54617506082101,0,-6.03654949278547,0.0610311474063486,549,0.0549,691,0.0691,-1,0.0610311474063486,"Large"
"Forest",-23.3608207412668,5.80396102831837,5.34948598674949e-121,-2.86367779809339,3.23831682394382e-09,803,0.0803,712,0.0712,-1,3.23831682394382e-09,"Large"
"Saturated First Stage",-19.9714313993944,1.35500633750649,2.40600294161426e-87,-2.78299068787344,0.0877077689388646,803,0.0803,697,0.0697,-1,0.0877077689388646,"Large"
"Forest",-34.1627075636134,35.5869640854614,4.32997428825859e-256,1.27327546499728,1.11444704207482e-277,2621,0.2621,4326,0.4326,1,4.32997428825859e-256,"Large"
"Saturated First Stage",-21.0536612579388,26.5672328191284,1.2831670421265e-96,1.10576130497712,8.11988280256941e-156,2621,0.2621,4166,0.4166,1,1.2831670421265e-96,"Large"
"Forest",-36.5272032288312,13.9996370990048,2.05200095121388e-292,-4.52636668606039,7.83343404487077e-45,1047,0.1047,2166,0.2166,-1,7.83343404487077e-45,"Large"
"Saturated First Stage",-33.0761957147949,10.7515935032742,4.64802866169886e-228,-4.60915540068992,2.91232686896311e-27,1047,0.1047,1856,0.1856,-1,2.91232686896311e-27,"Large"
"Forest",-16.1443011451073,1.05896963529175,6.22755933020445e-59,-2.66939552270458,0.144806804342032,1130,0.113,220,0.022,-1,0.144806804342032,"Large"
"Saturated First Stage",-14.9117649326502,-1.55168790952646,4.72855296063437e-50,-2.87659751095352,0.939631541487955,1130,0.113,0,0,-1,0.939631541487955,"Large"
"Forest",-54.7128741849064,43.025821703604,0,-2.96778550519053,0,3407,0.3407,4043,0.4043,-1,0,"Large"
"Saturated First Stage",-75.8972678011555,52.8140804853545,0,-3.00230419287749,0,3407,0.3407,4701,0.4701,-1,0,"Large"
"Forest",-31.1265737725869,48.0401311107686,5.26350661073525e-213,3.21634646703494,0,2225,0.2225,3221,0.3221,1,5.26350661073525e-213,"Large"
"Saturated First Stage",-15.7874457192674,40.8829571574943,8.86795127771796e-56,3.30905315219709,0,2225,0.2225,3697,0.3697,1,8.86795127771796e-56,"Large"
"Forest",-36.6251063659945,8.30809339060412,5.69958046189312e-294,-4.32270951703945,4.86259887709069e-17,690,0.069,836,0.0836,-1,4.86259887709069e-17,"Large"
"Saturated First Stage",-25.3886859586336,-0.770908988920411,3.71168689994189e-138,-4.30421107982212,0.779619560638508,690,0.069,0,0,-1,0.779619560638508,"Large"
"Forest",-14.9986705287801,29.7420682254308,3.74523342911052e-51,2.32459851918647,1.09808589998036e-194,1967,0.1967,3345,0.3345,1,3.74523342911052e-51,"Large"
"Saturated First Stage",-9.95358372092859,29.5518541198083,1.56010966848295e-23,2.34810036199733,3.10828171075186e-192,1967,0.1967,3861,0.3861,1,1.56010966848295e-23,"Large"
"Forest",-10.5306740132932,28.9495500644224,3.11930811280599e-26,3.25434772701746,1.42155277740994e-184,1091,0.1091,2146,0.2146,1,3.11930811280599e-26,"Large"
"Saturated First Stage",-7.53519405865162,30.2482778658088,2.64952839386842e-14,3.4139660997544,2.74829029270184e-201,1091,0.1091,1579,0.1579,1,2.64952839386842e-14,"Large"
