"model","min_tstat","max_tstat","pval_one_neg","mean_dydx","pval_one_pos","n_defiers_true","pct_defiers_true","n_defiers_estimated","pct_defiers_estimated","estimate","pval_defier","N"
"Saturated First Stage",-5.69800082515811,4.26493596368368,6.23266066632413e-09,-0.205533734480966,9.99797716187412e-06,3063,0.15315,4054,0.2027,-0.218479322283268,9.99797716187412e-06,"Large"
"Forest",-12.6323709626881,10.5840367979554,6.99977417606012e-37,-0.0949206534632544,1.76698312877986e-26,5052,0.2526,4950,0.2475,-0.0939168125435968,1.76698312877986e-26,"Large"
"Saturated First Stage",-11.3463276238156,10.5642363796918,5.87162268555013e-30,-0.0889312752678844,2.18253363115086e-26,5052,0.2526,5021,0.25105,-0.0939168125435968,2.18253363115086e-26,"Large"
"Forest",-16.6441280129739,15.1287676905369,1.66896445575771e-62,-0.244651844738908,5.2318237408908e-52,4421,0.22105,4758,0.2379,-0.256104347454286,5.2318237408908e-52,"Large"
"Saturated First Stage",-12.3900000441053,9.82042217113058,2.67394621742652e-35,-0.257731824063433,4.59788121968542e-23,4421,0.22105,5021,0.25105,-0.256104347454286,4.59788121968542e-23,"Large"
"Forest",-4.74111141685872,10.5464189909589,1.06274499573867e-06,1.21752664272888,2.6385084329925e-26,716,0.0358,705,0.03525,1.20430423233402,1.06274499573867e-06,"Large"
"Saturated First Stage",1.64219425352953,9.507489134247,0.949709386167968,1.22495027073774,9.76599509781083e-22,716,0.0358,0,0,1.20430423233402,0.949709386167968,"Large"
"Forest",-11.7631710660069,16.0545764079948,3.02107696516676e-32,0.69019379644035,2.65500965135017e-58,3792,0.1896,3146,0.1573,0.678875691415649,3.02107696516676e-32,"Large"
"Saturated First Stage",-5.72793363677721,12.6019452498449,5.23000989051807e-09,0.689598026945225,1.0300021550744e-36,3792,0.1896,3707,0.18535,0.678875691415649,5.23000989051807e-09,"Large"
"Forest",-8.18429956292531,10.0001835430457,1.36945995642128e-16,0.366124956863178,7.6057430764446e-24,3884,0.1942,3407,0.17035,0.336429250280884,1.36945995642128e-16,"Large"
"Saturated First Stage",-3.7427647953135,6.84595785267372,9.15135196191423e-05,0.342025569431887,3.79829219998788e-12,3884,0.1942,3947,0.19735,0.336429250280884,9.15135196191423e-05,"Large"
