"model","min_tstat","max_tstat","pval_one_neg","mean_dydx","pval_one_pos","n_defiers_true","pct_defiers_true","n_defiers_estimated","pct_defiers_estimated","estimate","pval_defier","N"
"Forest",-4.52970497214615,5.92754327528577,2.9533053598287e-06,-0.0809427904721407,1.53750164205909e-09,452,0.226,461,0.2305,-0.113154635443675,1.53750164205909e-09,"Small"
"Saturated First Stage",-4.39494702541463,4.18392044883388,6.13790555327853e-06,-0.0787504318805022,1.43262205773856e-05,452,0.226,494,0.247,-0.113154635443675,1.43262205773856e-05,"Small"
"Forest",-3.03236534972088,4.20288433166445,0.00121322662462406,0.125877279142219,1.31767635222337e-05,200,0.1,353,0.1765,0.240075553311935,0.00121322662462406,"Small"
"Saturated First Stage",-1.4658449560566,1.9729312574955,0.071504030354704,0.177188841497134,0.0242516974108676,200,0.1,497,0.2485,0.240075553311935,0.071504030354704,"Small"
"Forest",-4.80002791660839,3.96778203409153,7.93217573349076e-07,0.0752122878977588,3.62723180715434e-05,444,0.222,366,0.183,0.0847193950675902,7.93217573349076e-07,"Small"
"Saturated First Stage",-1.08347669931559,1.04120084798397,0.13943034532287,-0.0203212287962832,0.148891171125563,444,0.222,500,0.25,0.0847193950675902,0.13943034532287,"Small"
"Forest",-7.1500317413169,3.16966384122385,4.33789185402623e-13,-0.589843273094229,0.000763076944878026,290,0.145,266,0.133,-0.604975371300793,0.000763076944878026,"Small"
"Saturated First Stage",-3.45543059987656,1.39001607263117,0.000286364829830998,-0.628063267142537,0.0822619983844728,290,0.145,395,0.1975,-0.604975371300793,0.0822619983844728,"Small"
"Forest",-3.36008685557468,9.32374405236329,0.000389589861788381,0.83837450609091,5.61528751358075e-21,451,0.2255,271,0.1355,0.874056348864854,0.000389589861788381,"Small"
"Saturated First Stage",-1.59113771121545,4.41884947419491,0.0559489151685635,0.83427421135862,4.96138627174599e-06,451,0.2255,344,0.172,0.874056348864854,0.0559489151685635,"Small"
"Forest",-6.14672090645745,0.414550728516004,3.95505656612491e-10,-1.06555184916065,0.339235411911363,125,0.0625,25,0.0125,-1.03931556194452,0.339235411911363,"Small"
"Saturated First Stage",-3.82003104201495,0.413940389944429,7.0871838944528e-05,-1.01950306009074,0.339458881559168,125,0.0625,210,0.105,-1.03931556194452,0.339458881559168,"Small"
"Forest",-2.12847220871877,9.15043338395817,0.016648975892459,0.803048114187942,2.83527984028685e-20,268,0.134,253,0.1265,0.869754718550465,0.016648975892459,"Small"
"Saturated First Stage",-1.61998424683701,3.86987699563616,0.0527770639450026,0.843767507431799,5.44451392205237e-05,268,0.134,420,0.21,0.869754718550465,0.0527770639450026,"Small"
"Forest",-1.03956090927716,9.53762106377335,0.149271973080222,1.52249756071265,7.30731177425887e-22,273,0.1365,107,0.0535,1.51701227784262,0.149271973080222,"Small"
"Saturated First Stage",-1.17774323448195,5.95021613848744,0.119591011340791,1.52067412141114,1.33894311855442e-09,273,0.1365,330,0.165,1.51701227784262,0.119591011340791,"Small"
"Forest",-3.108360037947,10.512660107648,0.000940643650525955,1.08616786951192,3.77662213206844e-26,121,0.0605,198,0.099,1.13248967735529,0.000940643650525955,"Small"
"Saturated First Stage",-1.59432757037372,4.75930033729248,0.05559093207986,1.08961630629514,9.7132593769276e-07,121,0.0605,270,0.135,1.13248967735529,0.05559093207986,"Small"
"Forest",-3.23693251164362,3.95862721108167,0.000604109908981419,0.254201098382036,3.76908940106355e-05,386,0.193,430,0.215,0.272873685724871,0.000604109908981419,"Small"
"Saturated First Stage",-1.01946172551933,1.68068155807785,0.154116437697565,0.243948831274425,0.0464123922972158,386,0.193,424,0.212,0.272873685724871,0.154116437697565,"Small"
"Forest",-3.71522150024022,6.02674466197837,0.000101512884583243,0.441600886425351,8.36474929040249e-10,466,0.233,365,0.1825,0.355711732664792,0.000101512884583243,"Small"
"Saturated First Stage",-1.5161388439612,2.50520213784606,0.064901733543192,0.336328633356122,0.00611907147934539,466,0.233,500,0.25,0.355711732664792,0.064901733543192,"Small"
"Forest",-4.03531371969576,4.03540035017156,2.72646940571797e-05,-0.153192591979775,2.72546355856361e-05,396,0.198,482,0.241,-0.207631745796755,2.72546355856361e-05,"Small"
"Saturated First Stage",-2.62615024606777,1.73581107613359,0.00438448477077583,-0.25635652466467,0.0412986225067115,396,0.198,360,0.18,-0.207631745796755,0.0412986225067115,"Small"
"Forest",-4.11999690202076,9.07734142828194,1.89438746612679e-05,0.868765376261351,5.56295792409168e-20,488,0.244,335,0.1675,0.881748526278421,1.89438746612679e-05,"Small"
"Saturated First Stage",-2.71057398844492,5.3958561899709,0.00341642966750439,0.862015384887564,3.40987774257746e-08,488,0.244,447,0.2235,0.881748526278421,0.00341642966750439,"Small"
"Forest",-5.700782247892,2.13334820906453,5.96294475479103e-09,-0.55038548385431,0.0164480861170166,168,0.084,258,0.129,-0.617874083048761,0.0164480861170166,"Small"
"Saturated First Stage",-2.47046775499158,0.822646915713628,0.00683060560392633,-0.561295326735106,0.205354405431635,168,0.084,253,0.1265,-0.617874083048761,0.205354405431635,"Small"
"Forest",-3.38322153631801,6.2359017111114,0.000358204087064565,0.623765446876677,2.24591540130599e-10,323,0.1615,372,0.186,0.602418722138836,0.000358204087064565,"Small"
"Saturated First Stage",-3.50220619137111,5.03638295032039,0.000241013503750462,0.596028912905294,2.37205492203142e-07,323,0.1615,354,0.177,0.602418722138836,0.000241013503750462,"Small"
"Forest",-3.65525066054312,5.59034674139844,0.000128465408616641,0.409227898569727,1.13308312437156e-08,416,0.208,304,0.152,0.42188848110658,0.000128465408616641,"Small"
"Saturated First Stage",-1.88334869304657,2.80299851014729,0.0299730344971875,0.389933267112914,0.0025314951612768,416,0.208,431,0.2155,0.42188848110658,0.0299730344971875,"Small"
"Forest",-4.81445612800993,2.69762644935501,7.38006624854925e-07,-0.586110009697884,0.00349178782280198,281,0.1405,265,0.1325,-0.541406345986162,0.00349178782280198,"Small"
"Saturated First Stage",-4.03080300051203,2.40262218403171,2.99253970666225e-05,-0.563412015797704,0.0081389978025224,281,0.1405,304,0.152,-0.541406345986162,0.0081389978025224,"Small"
"Forest",-2.92392960106362,6.82252627407449,0.00172821453920825,0.930078491163661,4.47266312183893e-12,229,0.1145,218,0.109,0.897481630735881,0.00172821453920825,"Small"
"Saturated First Stage",-1.60771162297889,4.65692096218119,0.0541086008139872,0.895401729155554,1.60486798524826e-06,229,0.1145,283,0.1415,0.897481630735881,0.0541086008139872,"Small"
"Forest",-4.77072559144491,8.16592622593718,9.17817359372257e-07,0.564591836293827,1.5948908995989e-16,272,0.136,314,0.157,0.616451431136268,9.17817359372257e-07,"Small"
"Saturated First Stage",-3.64755816941386,5.835701070029,0.000139273771953018,0.572590041181708,2.67824281192045e-09,272,0.136,459,0.2295,0.616451431136268,0.000139273771953018,"Small"
"Forest",-11.5828771270512,1.0826327212794,2.5164032568966e-31,-2.39755591666848,0.139485738731878,277,0.1385,92,0.046,-2.32347650778659,0.139485738731878,"Small"
"Saturated First Stage",-7.57675533849028,1.66944349795656,4.06000905329548e-14,-2.43893426308064,0.0475147596162686,277,0.1385,111,0.0555,-2.32347650778659,0.0475147596162686,"Small"
"Forest",-8.2395352503314,1.29056439493948,8.64404355606199e-17,-1.30774942185995,0.0984273844848007,198,0.099,91,0.0455,-1.35609985301065,0.0984273844848007,"Small"
"Saturated First Stage",-3.95796124014573,0.890202675886196,4.04965257899607e-05,-1.24182397361204,0.186678534049548,198,0.099,237,0.1185,-1.35609985301065,0.186678534049548,"Small"
"Forest",-7.68827622875331,7.92270912364067,7.45652828433469e-15,0.423183677328507,1.16195391362002e-15,459,0.2295,349,0.1745,0.425546789433629,7.45652828433469e-15,"Small"
"Saturated First Stage",-3.31138393825867,4.93422253595776,0.00048095593104899,0.450332898291157,4.02353250235577e-07,459,0.2295,451,0.2255,0.425546789433629,0.00048095593104899,"Small"
"Forest",-7.16113955529751,2.4487900488998,4.00045729642123e-13,-0.944125508579735,0.00716684856921875,180,0.09,123,0.0615,-0.939216564086411,0.00716684856921875,"Small"
"Saturated First Stage",-4.5947829395258,1.78152700370223,2.44545330656098e-06,-0.892620491694923,0.0374131987393417,180,0.09,231,0.1155,-0.939216564086411,0.0374131987393417,"Small"
"Forest",-2.32096054147922,4.73706542160481,0.0101444867782295,0.464752209208804,1.08417591500148e-06,388,0.194,286,0.143,0.419674377261291,0.0101444867782295,"Small"
"Saturated First Stage",-1.88272977698746,3.18400949138626,0.0300150164595901,0.423165046192818,0.000726251248275837,388,0.194,401,0.2005,0.419674377261291,0.0300150164595901,"Small"
"Forest",-1.85042096598585,6.41502379798261,0.032126449745551,0.718424745095094,7.04004325351382e-11,111,0.0555,220,0.11,0.628436568494736,0.032126449745551,"Small"
"Saturated First Stage",-2.22808810917762,4.26085674494806,0.0130493207434654,0.752125542712495,1.0182236967861e-05,111,0.0555,286,0.143,0.628436568494736,0.0130493207434654,"Small"
"Forest",-7.84120772440699,7.34556542668536,2.2311677260502e-15,0.160855760746558,1.02445536356038e-13,407,0.2035,571,0.2855,0.213886649169043,2.2311677260502e-15,"Small"
"Saturated First Stage",-3.48748049345066,4.13371735585488,0.000254511298984197,0.183192863691995,1.78471202277891e-05,407,0.2035,500,0.25,0.213886649169043,0.000254511298984197,"Small"
"Forest",-1.14042994484292,5.17308869400364,0.127053611650451,0.947394930013195,1.15127822881837e-07,156,0.078,81,0.0405,0.973381783699407,0.127053611650451,"Small"
"Saturated First Stage",-0.782873722511604,3.48363444212787,0.216944247309177,0.922391523546857,0.000247327306303614,156,0.078,243,0.1215,0.973381783699407,0.216944247309177,"Small"
"Forest",-8.55703932233829,2.85522909665371,5.79015217149414e-18,-0.765233304273911,0.00215028972356901,3,0.0015,241,0.1205,-0.76640953917581,0.00215028972356901,"Small"
"Saturated First Stage",-3.90791937135508,1.44033560902073,4.97123994185762e-05,-0.823124029315274,0.0748862357648144,3,0.0015,313,0.1565,-0.76640953917581,0.0748862357648144,"Small"
"Forest",-0.446217084401597,5.71207687601996,0.327720221603056,1.03725139250927,5.58028236160814e-09,261,0.1305,34,0.017,1.07071598870984,0.327720221603056,"Small"
"Saturated First Stage",-0.947370205924551,3.50539241317214,0.171840674089979,1.06497192861209,0.000227967365748614,261,0.1305,53,0.0265,1.07071598870984,0.171840674089979,"Small"
"Forest",-1.40466683661266,4.79973975465606,0.0800601858542599,0.613041987691724,7.94359705771196e-07,98,0.049,185,0.0925,0.63401330319369,0.0800601858542599,"Small"
"Saturated First Stage",-1.42311923665356,2.84027273462925,0.0775083166113217,0.604210225943129,0.00225374890309315,98,0.049,96,0.048,0.63401330319369,0.0775083166113217,"Small"
"Forest",-4.09626290004172,9.23245053001572,2.09936545375017e-05,0.776544581438727,1.32254944535569e-20,345,0.1725,324,0.162,0.711129178284549,2.09936545375017e-05,"Small"
"Saturated First Stage",-2.29550057900962,4.77949709784543,0.0109563910445835,0.740213063956685,8.7867104418327e-07,345,0.1725,428,0.214,0.711129178284549,0.0109563910445835,"Small"
"Forest",-2.37145579271336,3.77037982878636,0.00885908305698069,0.293011849100718,8.14996384872083e-05,333,0.1665,480,0.24,0.272739869711409,0.00885908305698069,"Small"
"Saturated First Stage",-1.67623971370312,2.71720372527695,0.0470034895321559,0.317368923571618,0.00329180347450975,333,0.1665,394,0.197,0.272739869711409,0.0470034895321559,"Small"
"Forest",-3.73809509919127,8.66512207800842,9.2709907219832e-05,0.433779925242471,2.25514720018154e-18,416,0.208,478,0.239,0.334319508957999,9.2709907219832e-05,"Small"
"Saturated First Stage",-4.00548048750912,5.04628591798193,3.32619933431146e-05,0.309871217626157,2.25240562758147e-07,416,0.208,427,0.2135,0.334319508957999,3.32619933431146e-05,"Small"
"Forest",-3.10656408887161,3.83958315927312,0.000946376377254404,0.247497026924368,6.16216901219054e-05,607,0.3035,367,0.1835,0.217042329840859,0.000946376377254404,"Small"
"Saturated First Stage",-1.46243538286487,2.12055928812841,0.0719696532033123,0.223916170646962,0.0169794536213674,607,0.3035,339,0.1695,0.217042329840859,0.0719696532033123,"Small"
"Forest",-3.53485678682634,3.19693028998315,0.000203998109738773,-0.0820928786718359,0.000694492448633293,275,0.1375,497,0.2485,-0.0374043319891882,0.000694492448633293,"Small"
"Saturated First Stage",-1.82265180448671,1.74676705843034,0.0343288328534184,-0.0343254610612327,0.0403388764390769,275,0.1375,497,0.2485,-0.0374043319891882,0.0403388764390769,"Small"
"Forest",-2.15358719923815,6.78361255513693,0.0156362795103702,1.0029107257962,5.86036996625916e-12,226,0.113,108,0.054,1.00393809315447,0.0156362795103702,"Small"
"Saturated First Stage",-0.797836162297624,3.4341100255908,0.212578448654131,1.03930071434769,0.000297251415543929,226,0.113,221,0.1105,1.00393809315447,0.212578448654131,"Small"
"Forest",-7.19335739414457,4.98642969482553,3.1608588528646e-13,-0.546972000803546,3.07526364899375e-07,462,0.231,476,0.238,-0.540000305883843,3.07526364899375e-07,"Small"
"Saturated First Stage",-6.14064289223712,3.78613949704652,5.94143856356722e-10,-0.611385760822879,7.6502901407396e-05,462,0.231,356,0.178,-0.540000305883843,7.6502901407396e-05,"Small"
"Forest",-5.79997533583439,4.67020305667601,3.31623370260115e-09,-0.122440714292784,1.5045107596796e-06,163,0.0815,482,0.241,-0.137508449103456,1.5045107596796e-06,"Small"
"Saturated First Stage",-2.52879708290318,1.94166673767392,0.00579990242650994,-0.159032113535925,0.0260887289568534,163,0.0815,500,0.25,-0.137508449103456,0.0260887289568534,"Small"
"Forest",-1.11236446726849,9.1853895765948,0.13299073789332,1.51678507856198,2.05020180806249e-20,176,0.088,132,0.066,1.59782460430933,0.13299073789332,"Small"
"Saturated First Stage",0.185117472508667,4.08901212834856,0.573412593073121,1.43853402760039,2.16607102154091e-05,176,0.088,0,0,1.59782460430933,0.573412593073121,"Small"
"Forest",-1.64648299060546,4.60905585961949,0.0498321795956704,0.693954399263224,2.02250826584542e-06,208,0.104,240,0.12,0.799944420475645,0.0498321795956704,"Small"
"Saturated First Stage",0.127877538151196,2.28753737658609,0.55086407132323,0.825765753571206,0.0110822382003867,208,0.104,0,0,0.799944420475645,0.55086407132323,"Small"
"Forest",-4.07335645819945,3.21567542772062,2.31702082522017e-05,-0.0406157111425027,0.00065068963739312,528,0.264,492,0.246,-0.118728327474414,0.00065068963739312,"Small"
"Saturated First Stage",-2.66868434578301,2.37154717927827,0.00386971047852664,-0.136722736681046,0.00885689251214837,528,0.264,499,0.2495,-0.118728327474414,0.00885689251214837,"Small"
"Forest",-5.67370279998498,6.63568968756011,6.98717444724097e-09,-0.0945180016446446,1.61494352303477e-11,418,0.209,423,0.2115,-0.099285030330582,1.61494352303477e-11,"Small"
"Saturated First Stage",-3.55433690836129,3.12193411956817,0.000198415929530796,-0.133661335854895,0.000898335695989267,418,0.209,375,0.1875,-0.099285030330582,0.000898335695989267,"Small"
"Forest",-4.52410095087709,4.99647087980672,3.03263856298956e-06,0.123499975417199,2.91944937764517e-07,501,0.2505,437,0.2185,0.107833050966299,3.03263856298956e-06,"Small"
"Saturated First Stage",-2.81487752437246,3.07194031568703,0.00248817506932642,0.104558953791594,0.00106336122018901,501,0.2505,495,0.2475,0.107833050966299,0.00248817506932642,"Small"
"Forest",-4.57358098703343,3.7630417081349,2.39729114232745e-06,-0.244635168703714,8.39295967865477e-05,437,0.2185,306,0.153,-0.29592966311873,8.39295967865477e-05,"Small"
"Saturated First Stage",-3.13480368048331,2.38714251426747,0.000885173265786141,-0.281402290230064,0.00848995379081195,437,0.2185,450,0.225,-0.29592966311873,0.00848995379081195,"Small"
"Forest",-3.36117571659388,12.0278195728513,0.000388057165986164,1.58102033594158,1.26887241384042e-33,233,0.1165,242,0.121,1.5921502922598,0.000388057165986164,"Small"
"Saturated First Stage",-3.82967243255072,8.89259141708505,6.81910252369943e-05,1.58893638021752,2.98500024665183e-19,233,0.1165,252,0.126,1.5921502922598,6.81910252369943e-05,"Small"
"Forest",-4.94992099036308,0.243157206740244,3.71218077269569e-07,-0.977644099327478,0.403941808076534,81,0.0405,8,0.004,-0.995270975189142,0.403941808076534,"Small"
"Saturated First Stage",-1.90218176871165,-0.130009017913537,0.028718695517302,-0.935443196515575,0.551720354007592,81,0.0405,0,0,-0.995270975189142,0.551720354007592,"Small"
"Forest",-7.73426667901171,0.576520172801838,5.20004123701579e-15,-1.55347467461056,0.282131819326917,0,0,25,0.0125,-1.55089407149334,0.282131819326917,"Small"
"Saturated First Stage",-4.33600553299852,-1.01308834996686,7.99675852493451e-06,-1.60113719677508,0.844491018796982,0,0,0,0,-1.55089407149334,0.844491018796982,"Small"
"Forest",-2.43250593821546,4.17506699507445,0.00749737281727235,0.57635989631225,1.48949185907536e-05,387,0.1935,202,0.101,0.529536839835004,0.00749737281727235,"Small"
"Saturated First Stage",-1.18310215405479,2.77038979126902,0.118526347060157,0.535612725391283,0.00279946221094047,387,0.1935,326,0.163,0.529536839835004,0.118526347060157,"Small"
"Forest",-1.44676043507973,10.5652818864863,0.0739820157393379,1.63626662984636,2.15834910795429e-26,32,0.016,86,0.043,1.71447417109592,0.0739820157393379,"Small"
"Saturated First Stage",0.249959109608143,4.48454861513951,0.598664585956194,1.71978445916444,3.65342231142917e-06,32,0.016,0,0,1.71447417109592,0.598664585956194,"Small"
"Forest",-4.55657247434651,6.41597361813299,2.59975519261444e-06,0.514529015723659,6.99628393717397e-11,285,0.1425,302,0.151,0.448194189334331,2.59975519261444e-06,"Small"
"Saturated First Stage",-1.65486586375641,2.69801497719197,0.0491343341002756,0.448549155707218,0.00348771511524601,285,0.1425,425,0.2125,0.448194189334331,0.0491343341002756,"Small"
"Forest",-6.21523827063062,1.96877464624666,2.56234132082074e-10,-0.637068318982148,0.0244894874942397,256,0.128,180,0.09,-0.621981147792582,0.0244894874942397,"Small"
"Saturated First Stage",-1.72049692553214,-0.135781722491767,0.0428273152152072,-0.605089405899046,0.554003079715497,256,0.128,0,0,-0.621981147792582,0.554003079715497,"Small"
"Forest",-2.07474675881579,8.83091581105693,0.0190050056509629,1.73786259423787,5.19110568499457e-19,156,0.078,107,0.0535,1.80972181138209,0.0190050056509629,"Small"
"Saturated First Stage",-0.879155366013985,5.47114982249771,0.189765188279806,1.84095064153315,2.23562548716294e-08,156,0.078,85,0.0425,1.80972181138209,0.189765188279806,"Small"
"Forest",-5.34780237324958,2.24692895625747,4.45142990031569e-08,-0.579413123987207,0.0123222839019932,321,0.1605,262,0.131,-0.615957480305375,0.0123222839019932,"Small"
"Saturated First Stage",-3.75257793992045,2.13410073891575,9.26003299600729e-05,-0.610225304447479,0.0164172677097371,321,0.1605,248,0.124,-0.615957480305375,0.0164172677097371,"Small"
"Forest",-4.34431534262553,7.8302503446564,6.98553526164132e-06,0.750268225066691,2.43449734973197e-15,333,0.1665,306,0.153,0.76154277608501,6.98553526164132e-06,"Small"
"Saturated First Stage",-2.16567695281674,4.72544712876537,0.0152870351240744,0.763238332325433,1.14804785562231e-06,333,0.1665,316,0.158,0.76154277608501,0.0152870351240744,"Small"
"Forest",-0.560110928243672,4.68623986871923,0.287701888413782,1.16921593660921,1.3913505471299e-06,102,0.051,30,0.015,1.17860876861526,0.287701888413782,"Small"
"Saturated First Stage",-0.948798282931588,3.15484889247911,0.171477380507665,1.15452619561372,0.000802906256125509,102,0.051,91,0.0455,1.17860876861526,0.171477380507665,"Small"
"Forest",-5.38621014658148,3.22694997564072,3.59794121327943e-08,-0.292572967707498,0.000625586660584789,442,0.221,476,0.238,-0.300946050486713,0.000625586660584789,"Small"
"Saturated First Stage",-3.39179713113625,2.25973797862566,0.000360913040823741,-0.291073961801661,0.0119187588559256,442,0.221,395,0.1975,-0.300946050486713,0.0119187588559256,"Small"
"Forest",-2.91314264720449,10.860553373316,0.00178905554918726,1.03184640222538,8.8834639340538e-28,476,0.238,199,0.0995,0.985447248325101,0.00178905554918726,"Small"
"Saturated First Stage",-1.81096455522227,4.92245521558697,0.0352246718136992,1.08390406199818,4.27325634308092e-07,476,0.238,243,0.1215,0.985447248325101,0.0352246718136992,"Small"
"Forest",-2.77654932350927,4.10539284659531,0.0027469649250156,0.204915095343425,2.01814175325615e-05,379,0.1895,326,0.163,0.257088893257968,0.0027469649250156,"Small"
"Saturated First Stage",-2.38988438608687,2.89873540016047,0.00851994501474603,0.294643802016512,0.00187335468988435,379,0.1895,363,0.1815,0.257088893257968,0.00851994501474603,"Small"
"Forest",-0.0395676438383167,8.48515301388533,0.484218911852262,1.62360178084826,1.07717527259174e-17,124,0.062,3,0.0015,1.62525152463608,0.484218911852262,"Small"
"Saturated First Stage",0.268982745940408,4.56900256257557,0.606000497323174,1.53071895842972,2.45025395881809e-06,124,0.062,0,0,1.62525152463608,0.606000497323174,"Small"
"Forest",0.08150963170212,8.61830477714411,0.532481667311397,1.5272450137357,3.39763064766421e-18,65,0.0325,0,0,1.478365473883,0.532481667311397,"Small"
"Saturated First Stage",0.621924205595277,3.07457097681446,0.732932548875119,1.47612735845534,0.00105402777467217,65,0.0325,0,0,1.478365473883,0.732932548875119,"Small"
"Forest",-4.21036063546488,3.91438441004514,1.27481682407387e-05,-0.307039556730359,4.53175715963438e-05,507,0.2535,316,0.158,-0.240292832488371,4.53175715963438e-05,"Small"
"Saturated First Stage",-2.3228743051348,1.84494933264554,0.0101939100712299,-0.150214471386834,0.0325224547002684,507,0.2535,342,0.171,-0.240292832488371,0.0325224547002684,"Small"
"Forest",-2.52308028036694,4.6510668323385,0.00581659198880735,0.335512733666857,1.65111141044054e-06,230,0.115,375,0.1875,0.302884282116952,0.00581659198880735,"Small"
"Saturated First Stage",-1.74502692099601,2.84782684569515,0.0406452286837655,0.309192779693611,0.00220094337294591,230,0.115,500,0.25,0.302884282116952,0.0406452286837655,"Small"
"Forest",-12.4615257976422,4.733048742608,6.05162717551624e-36,-1.00706470453465,1.10586174561523e-06,364,0.182,247,0.1235,-1.02931187018767,1.10586174561523e-06,"Small"
"Saturated First Stage",-6.11298767209806,2.61507937037423,7.02401850702982e-10,-1.08553384491747,0.00446033614915887,364,0.182,260,0.13,-1.02931187018767,0.00446033614915887,"Small"
"Forest",-7.16438870918478,8.84792078053555,3.90672063124491e-13,0.173180432205101,4.45824534773174e-19,448,0.224,444,0.222,0.250167149283073,3.90672063124491e-13,"Small"
"Saturated First Stage",-4.49405777662106,5.49799310292602,3.90622452907942e-06,0.28249513288756,1.92068975782728e-08,448,0.224,456,0.228,0.250167149283073,3.90622452907942e-06,"Small"
"Forest",-4.65036590278203,4.59890526745194,1.65673316151387e-06,0.657380165732068,2.12358422042909e-06,345,0.1725,267,0.1335,0.684115333741607,1.65673316151387e-06,"Small"
"Saturated First Stage",-2.83949856243415,4.99831055000982,0.00230547056652883,0.699121437903015,2.89173947521274e-07,345,0.1725,247,0.1235,0.684115333741607,0.00230547056652883,"Small"
"Forest",-5.95186954202478,5.90482299103023,1.32548326163922e-09,0.260588688475902,1.76512792535984e-09,399,0.1995,382,0.191,0.269808819336558,1.32548326163922e-09,"Small"
"Saturated First Stage",-3.54661788193274,4.66706114190359,0.000204244666540164,0.330670428254784,1.52769215783711e-06,399,0.1995,442,0.221,0.269808819336558,0.000204244666540164,"Small"
"Forest",-1.16299849389468,7.8150385525442,0.122415056744937,1.04808653811039,2.74731048229211e-15,184,0.092,191,0.0955,1.11564042271188,0.122415056744937,"Small"
"Saturated First Stage",-0.668490056483478,3.42775704840831,0.251988328867038,1.07946078445643,0.000304294920733979,184,0.092,106,0.053,1.11564042271188,0.251988328867038,"Small"
"Forest",-4.46123944762972,5.50718652885074,4.07434891744818e-06,0.169074268961334,1.82306934392124e-08,475,0.2375,501,0.2505,0.167464511281433,4.07434891744818e-06,"Small"
"Saturated First Stage",-3.01702409025342,3.9280906558071,0.00130897609132784,0.284945158625038,4.28114684861122e-05,475,0.2375,414,0.207,0.167464511281433,0.00130897609132784,"Small"
"Forest",-4.63623613314516,3.13862356469397,1.77405310644946e-06,-0.0631933920228721,0.000848716760072841,462,0.231,611,0.3055,-0.0366871786672064,0.000848716760072841,"Small"
"Saturated First Stage",-2.87814120412212,2.66466709235684,0.00204314143246,-0.0594964125009225,0.00385322853408026,462,0.231,500,0.25,-0.0366871786672064,0.00385322853408026,"Small"
"Forest",-1.29516113389546,6.73963660534275,0.0976323246285997,1.2589991502464,7.93916247716061e-12,41,0.0205,57,0.0285,1.33352757931311,0.0976323246285997,"Small"
"Saturated First Stage",0.513824476429156,3.55360794699489,0.696255313062264,1.35124290195594,0.000189992608362879,41,0.0205,0,0,1.33352757931311,0.696255313062264,"Small"
"Forest",-5.83130883059083,3.15484191276353,2.74971461937835e-09,-0.639105219503818,0.000802925463612631,252,0.126,371,0.1855,-0.522025330898571,0.000802925463612631,"Small"
"Saturated First Stage",-4.59697132664689,3.05544614602202,2.42045084359454e-06,-0.544004937978426,0.00112362978562713,252,0.126,424,0.212,-0.522025330898571,0.00112362978562713,"Small"
"Forest",-1.75577331171485,6.13417282754789,0.0395635615570139,1.13133672076815,4.28017089646309e-10,174,0.087,232,0.116,1.00123458567574,0.0395635615570139,"Small"
"Saturated First Stage",-0.572952350100725,3.28004232592837,0.283403531337365,0.970483271273656,0.000518957570493366,174,0.087,227,0.1135,1.00123458567574,0.283403531337365,"Small"
"Forest",-1.75950665306554,3.92040462861394,0.0392457456067691,0.554892525395421,4.42002079027875e-05,173,0.0865,161,0.0805,0.585468732850184,0.0392457456067691,"Small"
"Saturated First Stage",-2.11862928923262,3.11277022412113,0.017185182030731,0.505491585736036,0.000926701272731841,173,0.0865,361,0.1805,0.585468732850184,0.017185182030731,"Small"
"Forest",-4.0131936286642,6.97866242960654,2.99513679915638e-05,0.730840146785632,1.49001772815612e-12,376,0.188,377,0.1885,0.759190603771643,2.99513679915638e-05,"Small"
"Saturated First Stage",-1.61524730114305,3.99278231861946,0.0532878874228081,0.762412139883388,3.26512561052387e-05,376,0.188,228,0.114,0.759190603771643,0.0532878874228081,"Small"
"Forest",-4.67546347478935,6.73960327157037,1.46645238351015e-06,0.497858211758002,7.94098397639479e-12,398,0.199,390,0.195,0.641039122529164,1.46645238351015e-06,"Small"
"Saturated First Stage",-1.91062120705415,3.9173453684908,0.0281709561069052,0.646468781096382,4.47647190290945e-05,398,0.199,500,0.25,0.641039122529164,0.0281709561069052,"Small"
"Forest",-3.94645688737475,5.58566679014644,3.96580978570394e-05,0.744085285332603,1.164026151547e-08,271,0.1355,232,0.116,0.762622816192735,3.96580978570394e-05,"Small"
"Saturated First Stage",-1.57737722815828,3.45399998726234,0.0575141063831478,0.744581682729247,0.000276168700835517,271,0.1355,389,0.1945,0.762622816192735,0.0575141063831478,"Small"
"Forest",-3.34167828493691,4.26603803046287,0.000416367590242506,0.0949528135929181,9.94874384626415e-06,385,0.1925,516,0.258,0.0559373801432075,0.000416367590242506,"Small"
"Saturated First Stage",-1.32207056414936,1.40639238654922,0.0932250159467774,0.0337652694830335,0.0798038199017352,385,0.1925,500,0.25,0.0559373801432075,0.0932250159467774,"Small"
"Forest",-1.31087285860722,8.58990108236576,0.0949503609854528,0.888394729747457,4.3522115627179e-18,8,0.004,112,0.056,0.913956373828837,0.0949503609854528,"Small"
"Saturated First Stage",-0.209845135651433,3.27837651113472,0.41691585993846,0.925869324209182,0.00052203017334704,8,0.004,256,0.128,0.913956373828837,0.41691585993846,"Small"
"Forest",-1.4570558341797,4.16385202526235,0.0725504842385141,0.584253276082903,1.56461479876061e-05,272,0.136,214,0.107,0.588672353385836,0.0725504842385141,"Small"
"Saturated First Stage",-1.42455049873924,2.72240287630868,0.0773011586321091,0.567750719072636,0.00324045402054654,272,0.136,257,0.1285,0.588672353385836,0.0773011586321091,"Small"
